"Gennemsnitsalder efter sogn og tid"

" ","2010","2011","2012","2013"
"7777 Thomas Kingos (Odense Kommune)",39.8,40.0,39.9,40.0
"7778 Munkebjerg (Odense Kommune)",40.6,40.3,40.1,39.8
"7779 Vor Frue (Odense Kommune)",34.8,34.8,34.3,34.0
"7780 Korsløkke (Odense Kommune)",38.5,38.2,38.3,38.3
"7781 Sankt Hans (Odense Kommune)",35.5,35.3,35.3,35.3
"7782 Fredens (Odense Kommune)",37.7,37.7,37.6,37.5
"7783 Hans Tausens (Odense Kommune)",35.6,35.9,35.8,35.8
"7784 Paarup (Odense Kommune)",44.2,44.1,43.7,43.5
"7785 Korup (Odense Kommune)",41.9,42.6,43.0,43.4
"7786 Ubberud (Odense Kommune)",39.1,39.4,39.6,40.3
"7787 Dalum (Odense Kommune)",37.9,37.7,37.7,37.8
"7788 Sanderum (Odense Kommune)",44.3,44.3,44.1,44.0
"7789 Brændekilde (Odense Kommune)",39.3,38.7,37.9,38.3
"7790 Bellinge (Odense Kommune)",42.1,42.2,42.5,42.7
"7791 Stenløse (Odense Kommune)",40.9,41.3,41.5,40.9
"7792 Fangel (Odense Kommune)",40.3,40.7,41.8,42.1
"7793 Verninge (Assens Kommune)",40.5,41.2,41.1,41.6
"7794 Tommerup (Assens Kommune)",39.1,39.7,39.9,39.8
"7795 Brylle (Assens Kommune)",39.7,40.0,40.6,40.8
"7796 Vissenbjerg (Assens Kommune)",40.6,41.2,41.3,41.9
"7797 Kerteminde (Kerteminde Kommune)",49.4,49.9,49.9,49.8
"7798 Munkebo (Kerteminde Kommune)",42.1,42.4,42.6,42.9
"7799 Drigstrup (Kerteminde Kommune)",43.3,44.1,44.8,45.0
"7800 Kølstrup (Kerteminde Kommune)",39.4,39.9,40.4,40.8
"7801 Assens (Assens Kommune)",46.0,46.3,46.7,47.1
"7802 Bågø (Assens Kommune)",58.2,60.4,60.2,59.6
"7803 Kærum (Assens Kommune)",41.0,41.6,41.9,42.9
"7804 Gamtofte (Assens Kommune)",40.6,40.9,41.5,42.4
"7805 Søby (Assens Kommune)",36.8,37.2,35.8,36.8
"7806 Turup (Assens Kommune)",40.0,40.7,40.9,41.2
"7807 Barløse (Assens Kommune)",37.1,37.5,37.8,38.4
"7808 Sandager (Assens Kommune)",44.1,44.0,43.4,43.6
"7809 Holevad (Assens Kommune)",37.0,37.4,37.7,38.7
"7810 Tanderup (Middelfart Kommune)",39.1,39.8,40.9,41.8
"7811 Kerte (Assens Kommune)",38.1,38.9,39.5,40.4
"7812 Skydebjerg (Assens Kommune)",34.0,34.3,34.6,34.8
"7813 Ørsted (Assens Kommune)",39.2,39.6,40.6,40.4
"7814 Orte (Assens Kommune)",39.1,39.4,40.1,40.5
"7815 Søllested (Assens Kommune)",39.2,39.4,40.1,40.1
"7816 Vedtofte (Assens Kommune)",37.5,38.6,40.0,40.6
"7817 Glamsbjerg (Assens Kommune)",41.1,41.2,41.7,41.8
"7818 Flemløse (Assens Kommune)",40.5,40.9,42.0,42.2
"7819 Hårby (Assens Kommune)",44.5,44.9,45.3,46.0
"7820 Dreslette (Assens Kommune)",41.7,41.4,42.2,43.1
"7821 Sønderby (Assens Kommune)",40.3,41.4,41.9,41.6
"7822 Helnæs (Assens Kommune)",47.5,47.7,49.7,49.5
"7823 Middelfart (Middelfart Kommune)",43.0,43.3,43.7,44.1
"7824 Kauslunde (Middelfart Kommune)",36.5,36.4,36.7,36.9
"7825 Vejlby (Middelfart Kommune)",40.6,41.5,41.3,42.3
"7826 Strib (Middelfart Kommune)",42.5,43.2,43.8,44.2
"7827 Asperup (Middelfart Kommune)",39.2,39.7,40.2,40.5
"7828 Roerslev (Middelfart Kommune)",40.3,40.9,41.1,41.7
"7829 Brenderup (Middelfart Kommune)",40.5,40.9,41.2,41.6
"7830 Fjelsted (Middelfart Kommune)",38.4,39.1,39.2,40.2
"7831 Harndrup (Middelfart Kommune)",40.1,40.3,40.3,40.6
"7832 Gelsted (Middelfart Kommune)",41.2,41.2,41.1,41.6
"7833 Rørup (Assens Kommune)",40.2,40.3,41.0,42.3
"7834 Balslev (Middelfart Kommune)",36.5,36.5,37.6,38.3
"7835 Ejby (Middelfart Kommune)",44.4,44.8,44.9,45.0
"7836 Nørre Aaby (Middelfart Kommune)",40.9,41.4,41.6,41.7
"7837 Indslev (Middelfart Kommune)",40.2,40.7,40.9,41.2
"7838 Gamborg (Middelfart Kommune)",39.3,40.0,41.0,41.9
"7839 Udby (Middelfart Kommune)",36.7,37.7,38.1,37.8
"7840 Føns (Middelfart Kommune)",44.5,44.6,46.6,47.5
"7841 Ørslev (Middelfart Kommune)",40.6,40.1,41.1,41.9
"7842 Husby (Middelfart Kommune)",41.7,42.5,43.0,43.4
"7843 Lunde (Nordfyns Kommune)",38.7,39.5,39.7,39.3
"7844 Lumby (Odense Kommune)",41.0,40.0,40.0,40.4
"7845 Allesø (Odense Kommune)",42.2,42.8,42.4,41.8
"7846 Næsbyhoved-Broby (Odense Kommune)",39.2,39.0,39.3,39.8
"7847 Næsby (Odense Kommune)",42.3,42.4,42.5,42.6
"7848 Krogsbølle (Nordfyns Kommune)",40.7,40.3,41.1,42.3
"7849 Nørre Næraa (Nordfyns Kommune)",36.9,37.5,38.2,38.7
"7850 Bederslev (Nordfyns Kommune)",41.1,41.1,41.8,41.0
"7851 Klinte (Nordfyns Kommune)",40.2,40.2,41.0,42.3
"7852 Grindløse (Nordfyns Kommune)",36.3,36.8,37.2,38.2
"7853 Uggerslev (Nordfyns Kommune)",38.5,39.3,39.5,40.2
"7854 Nørre Højrup (Nordfyns Kommune)",37.0,38.5,38.6,40.0
"7855 Skamby (Nordfyns Kommune)",36.4,37.2,37.4,38.1
"7856 Bogense (Nordfyns Kommune)",46.7,46.9,47.6,47.8
"7857 Skovby (Nordfyns Kommune)",39.0,39.7,39.8,40.0
"7858 Ore (Nordfyns Kommune)",39.1,39.3,40.0,41.2
"7859 Guldbjerg (Nordfyns Kommune)",44.9,45.1,45.3,45.8
"7860 Nørre Sandager (Nordfyns Kommune)",39.1,38.7,41.1,39.9
"7861 Ejlby (Nordfyns Kommune)",39.3,39.5,39.2,38.9
"7862 Melby (Nordfyns Kommune)",38.9,40.2,41.3,39.6
"7863 Særslev (Nordfyns Kommune)",40.4,40.9,41.0,40.8
"7864 Hårslev (Nordfyns Kommune)",37.9,38.6,38.7,39.0
"7865 Vigerslev (Nordfyns Kommune)",39.2,40.1,40.0,40.7
"7866 Veflinge (Nordfyns Kommune)",39.7,40.8,41.1,41.2
"7867 Søndersø (Nordfyns Kommune)",42.0,42.4,42.5,43.2
"7868 Agedrup (Odense Kommune)",40.2,40.6,41.0,41.2
"7869 Marslev (Kerteminde Kommune)",36.7,36.8,36.6,37.0
"7870 Birkende (Kerteminde Kommune)",38.8,39.2,39.8,39.9
"7871 Rynkeby (Kerteminde Kommune)",38.1,38.9,39.6,40.2
"7872 Revninge (Kerteminde Kommune)",36.3,35.9,36.0,36.5
"7873 Mesinge (Kerteminde Kommune)",40.6,41.1,41.2,41.5
"7874 Viby (Kerteminde Kommune)",38.1,39.0,41.0,41.7
"7875 Dalby (Kerteminde Kommune)",40.2,40.0,40.1,41.0
"7876 Stubberup (Kerteminde Kommune)",43.7,43.8,44.1,45.9
"7877 Seden (Odense Kommune)",40.0,39.8,39.9,40.0
"7878 Åsum (Odense Kommune)",41.6,41.8,40.8,40.4
"7879 Fraugde (Odense Kommune)",34.0,33.6,33.9,34.2
"7880 Allerup (Odense Kommune)",37.6,38.0,38.7,39.9
"7881 Davinde (Odense Kommune)",38.1,37.7,38.1,38.3
"7882 Rønninge (Kerteminde Kommune)",41.5,41.6,42.3,42.5
"7883 Rolfsted (Faaborg-Midtfyn Kommune)",42.1,42.1,42.7,42.9
"7884 Sønder Nærå (Faaborg-Midtfyn Kommune)",39.4,39.7,39.8,40.2
"7885 Nørre Lyndelse (Faaborg-Midtfyn Kommune)",41.0,41.2,41.5,41.4
"7886 Højby (Odense Kommune)",39.6,39.7,40.0,40.4
"7887 Nørre Søby (Faaborg-Midtfyn Kommune)",38.3,38.5,39.0,39.7
"7888 Norup (Nordfyns Kommune)",43.1,43.3,44.1,44.8
"7889 Østrup (Nordfyns Kommune)",39.5,40.0,39.9,41.2
"7890 Skeby (Nordfyns Kommune)",40.1,40.6,40.7,40.6
"7891 Otterup (Nordfyns Kommune)",44.7,44.7,45.0,45.2
"7892 Hjadstrup (Nordfyns Kommune)",38.9,38.7,38.3,38.8
"7893 Sankt Nikolaj (Vejle Kommune)",41.4,41.4,41.4,41.6
"7894 Vor Frelsers (Vejle Kommune)",40.8,40.7,40.4,40.4
"7895 Sankt Johannes (Vejle Kommune)",39.9,39.8,39.7,39.5
"7896 Hornstrup (Vejle Kommune)",38.5,38.6,39.2,39.7
"7897 Øster Snede (Hedensted Kommune)",36.0,36.4,37.0,37.0
"7898 Grejs (Vejle Kommune, Hedensted Kommune)",37.1,37.0,37.7,37.4
"7899 Sindbjerg (Vejle Kommune, Hedensted Kommune)",37.6,38.0,38.5,38.8
"7900 Uldum (Hedensted Kommune)",39.8,39.9,39.8,39.9
"7901 Langskov (Hedensted Kommune)",38.8,40.0,40.0,40.4
"7902 Hvejsel (Vejle Kommune)",35.1,34.3,34.3,35.4
"7903 Bredsten (Vejle Kommune)",38.7,39.0,39.4,39.9
"7904 Skibet (Vejle Kommune)",37.5,37.8,37.8,38.4
"7905 Jelling (Vejle Kommune)",38.6,39.1,39.5,39.5
"7906 Hover (Vejle Kommune)",38.2,38.3,38.6,38.7
"7907 Kollerup (Vejle Kommune)",34.1,34.7,34.1,34.5
"7908 Vindelev (Vejle Kommune)",38.2,38.1,38.4,39.8
"7909 Trinitatis (Fredericia Kommune)",41.0,41.1,40.9,41.0
"7910 Vejlby (Fredericia Kommune)",40.7,41.2,41.8,42.3
"7911 Sankt Michaelis (Fredericia Kommune)",45.0,45.3,45.2,45.4
"7912 Christians (Fredericia Kommune)",40.1,40.3,40.6,40.7
"7913 Erritsø (Fredericia Kommune)",40.9,41.2,41.9,41.9
"7914 Bredstrup (Fredericia Kommune)",38.0,38.6,39.2,38.8
"7915 Taulov (Fredericia Kommune)",38.3,38.6,38.7,39.1
"7916 Gauerslund (Vejle Kommune)",38.9,39.1,39.3,39.2
"7917 Vinding (Vejle Kommune)",42.6,43.1,43.6,44.0
"7918 Skærup (Vejle Kommune)",39.3,39.3,39.9,40.4
"7919 Mølholm (Vejle Kommune)",42.1,42.2,42.4,42.6
"7920 Smidstrup (Vejle Kommune)",38.5,38.6,38.6,39.0
"7921 Pjedsted (Fredericia Kommune)",39.9,40.2,40.4,40.6
"7922 Gårslev (Vejle Kommune)",42.4,42.6,43.1,43.7
"7923 Højen (Vejle Kommune)",38.4,38.5,39.3,39.4
"7924 Jerlev (Vejle Kommune)",39.4,39.6,39.8,40.2
"7925 Egtved (Vejle Kommune)",42.6,42.4,42.9,42.9
"7926 Ødsted (Vejle Kommune)",37.5,37.6,38.1,38.2
"7927 Sankt Nicolai (Kolding Kommune)",39.8,39.9,40.0,40.2
"7928 Kristkirkens (Kolding Kommune)",36.6,36.6,36.7,36.7
"7929 Brændkjær (Kolding Kommune)",42.7,42.6,42.9,43.1
"7930 Eltang (Kolding Kommune)",40.2,40.3,41.2,42.0
"7931 Sønder Vilstrup (Kolding Kommune)",36.0,36.1,35.9,36.8
"7932 Nørre Bjert (Kolding Kommune)",40.4,40.7,40.8,41.0
"7933 Harte (Kolding Kommune)",41.2,41.4,41.9,42.9
"7934 Bramdrup (Kolding Kommune)",40.8,41.4,41.8,42.4
"7935 Herslev (Fredericia Kommune)",37.8,37.5,38.3,38.1
"7936 Almind (Kolding Kommune)",36.0,36.6,37.3,37.8
"7937 Viuf (Kolding Kommune)",37.4,37.7,37.6,38.0
"7938 Øster Starup (Vejle Kommune)",38.6,39.0,39.3,39.3
"7939 Vester Nebel (Kolding Kommune)",37.0,37.2,37.9,38.4
"7940 Vonsild (Kolding Kommune)",40.5,40.7,40.8,40.9
"7941 Dalby (Kolding Kommune)",41.6,41.9,42.1,41.3
"7942 Sønder Bjert (Kolding Kommune)",40.7,41.0,41.5,42.0
"7943 Sønder Stenderup (Kolding Kommune)",40.4,40.7,40.7,41.2
"7944 Hejls (Kolding Kommune)",44.5,45.3,45.6,46.3
"7945 Vejstrup (Kolding Kommune)",39.2,39.4,39.6,39.5
"7946 Ødis (Kolding Kommune)",39.2,39.8,40.3,40.7
"7947 Taps (Kolding Kommune)",37.0,36.5,37.2,36.9
"7948 Nebsager (Hedensted Kommune)",41.8,42.7,43.7,43.8
"7949 Bjerre (Hedensted Kommune)",36.7,36.9,37.0,37.9
"7950 Urlev (Hedensted Kommune)",37.4,37.1,37.4,38.2
"7951 Stenderup (Hedensted Kommune)",39.0,39.5,39.4,39.4
"7952 Ørum (Hedensted Kommune)",35.7,36.2,36.6,37.3
"7953 Daugård (Hedensted Kommune)",38.5,38.6,38.3,38.9
"7954 Stouby (Hedensted Kommune)",38.0,38.3,38.8,39.6
"7955 Hornum (Hedensted Kommune)",33.5,32.5,34.1,35.6
"7956 Barrit (Hedensted Kommune)",39.3,39.4,39.7,39.6
"7957 Vrigsted (Hedensted Kommune)",38.6,38.3,38.2,38.5
"7958 As (Hedensted Kommune)",42.9,43.5,44.3,44.8
"7959 Klakring (Hedensted Kommune)",42.2,42.5,42.9,42.3
"7960 Rårup (Hedensted Kommune)",38.7,39.0,39.1,39.8
"7961 Skjold (Hedensted Kommune)",36.0,36.8,36.7,36.9
"7962 Glud (Hedensted Kommune)",43.7,44.0,43.9,44.5
"7963 Hjarnø (Hedensted Kommune)",53.2,51.8,50.0,51.1
"7964 Hatting (Horsens Kommune, Hedensted Kommune)",39.7,39.9,39.8,40.2
"7965 Ølsted (Hedensted Kommune)",36.7,37.1,37.6,38.5
"7966 Torsted (Horsens Kommune)",37.9,37.8,38.0,37.9
"7967 Tyrsted (Horsens Kommune)",39.3,39.8,40.2,40.8
"7968 Uth (Horsens Kommune)",39.9,40.4,40.5,39.9
"7969 Løsning (Hedensted Kommune)",39.0,39.2,39.5,39.9
"7970 Korning (Hedensted Kommune)",36.2,36.8,37.7,38.3
"7971 Hedensted (Hedensted Kommune)",38.4,38.8,39.1,39.7
"7972 Store Dalby (Hedensted Kommune)",36.9,37.4,42.5,41.4
"7973 Engum (Vejle Kommune)",36.9,36.7,36.6,36.1
"7974 Brande (Ikast-Brande Kommune)",40.2,40.6,40.6,40.9
"7975 Givskud (Vejle Kommune)",40.6,41.1,40.9,41.0
"7976 Øster Nykirke (Vejle Kommune)",37.8,37.8,38.2,39.1
"7977 Thyregod (Vejle Kommune)",38.7,38.9,39.1,39.5
"7978 Vester (Vejle Kommune)",37.7,38.4,39.5,39.7
"7979 Sønder Omme (Billund Kommune)",41.6,41.3,41.3,41.6
"7980 Blåhøj (Ikast-Brande Kommune)",37.4,37.6,38.1,37.9
"7981 Filskov (Billund Kommune)",39.4,39.9,40.2,41.2
"7982 Ringive (Vejle Kommune)",36.7,36.5,37.6,37.3
"7983 Give (Vejle Kommune)",42.8,43.9,43.8,43.8
"7984 Gadbjerg (Vejle Kommune)",38.5,38.9,39.4,40.0
"7985 Lindeballe (Vejle Kommune)",39.4,39.5,40.5,41.2
"7986 Nørup (Vejle Kommune)",40.0,40.6,40.7,41.2
"7987 Randbøl (Vejle Kommune)",40.2,40.4,41.2,41.9
"7988 Gammel Rye (Skanderborg Kommune)",37.0,37.5,38.1,38.2
"7989 Sønder Vissing (Horsens Kommune)",37.9,38.7,38.9,39.9
"7990 Voerladegård (Horsens Kommune, Skanderborg Kommune)",36.6,37.0,37.7,38.1
"7991 Grædstrup (Horsens Kommune)",35.2,35.2,35.4,35.9
"7992 Vinding (Silkeborg Kommune)",38.3,37.6,37.6,39.1
"7993 Bryrup (Silkeborg Kommune)",41.0,41.4,41.4,41.9
"7994 Brædstrup (Horsens Kommune)",46.0,45.9,46.2,46.4
"7995 Føvling (Horsens Kommune)",39.3,39.7,39.5,38.9
"7996 Tønning (Horsens Kommune)",34.7,35.9,35.7,36.6
"7997 Træden (Horsens Kommune)",37.6,38.0,38.3,39.0
"7998 Them (Silkeborg Kommune)",37.9,38.2,38.5,39.0
"7999 Nørre Snede (Ikast-Brande Kommune)",41.6,43.5,43.6,44.2
"8000 Ejstrup (Ikast-Brande Kommune)",40.1,41.5,41.8,42.1
"8001 Aale (Hedensted Kommune)",36.3,37.1,37.2,37.1
"8002 Linnerup (Hedensted Kommune)",37.0,36.6,37.7,38.6
"8003 Tørring (Hedensted Kommune)",41.3,41.4,41.7,41.6
"8004 Hammer (Hedensted Kommune)",38.0,38.7,40.2,41.4
"8005 Klovborg (Ikast-Brande Kommune, Hedensted Kommune)",41.9,41.6,42.2,42.1
"8006 Tyrsting (Horsens Kommune)",37.8,37.0,36.6,35.8
"8007 Vrads (Silkeborg Kommune)",42.3,43.0,44.4,44.8
"8008 Skanderborg Slotssogn (Skanderborg Kommune)",0.0,0.0,0.0,0.0
"8009 Skanderup (Skanderborg Kommune)",0.0,0.0,0.0,0.0
"8010 Stilling (Skanderborg Kommune)",38.8,39.6,39.9,40.6
"8011 Blegind (Skanderborg Kommune)",33.9,33.4,33.9,33.7
"8012 Hørning (Skanderborg Kommune)",39.0,38.8,38.9,39.1
"8013 Adslev (Skanderborg Kommune)",40.7,40.7,39.7,39.8
"8014 Dover (Skanderborg Kommune)",37.5,38.2,38.8,39.4
"8015 Veng (Skanderborg Kommune)",37.8,38.9,39.1,39.5
"8016 Mesing (Skanderborg Kommune)",37.3,37.6,38.1,38.6
"8017 Silkeborg (Silkeborg Kommune)",42.4,42.7,42.8,42.9
"8018 Mariehøj (Silkeborg Kommune)",40.8,40.6,40.7,40.9
"8019 Alderslyst (Silkeborg Kommune)",41.6,41.7,42.1,42.3
"8020 Linå (Silkeborg Kommune)",41.7,42.1,42.5,43.3
"8021 Voel (Silkeborg Kommune)",35.0,34.9,34.6,34.5
"8022 Hammel (Favrskov Kommune)",41.9,42.0,42.1,42.3
"8023 Voldby (Favrskov Kommune)",36.7,36.9,37.0,36.9
"8024 Søby (Favrskov Kommune)",38.0,37.8,37.6,38.4
"8025 Skorup (Favrskov Kommune, Silkeborg Kommune)",33.1,33.3,34.4,34.7
"8026 Tvilum (Silkeborg Kommune)",39.5,40.0,40.5,41.1
"8027 Gjern (Silkeborg Kommune)",36.4,36.3,36.6,36.9
"8028 Skannerup (Silkeborg Kommune)",41.9,42.5,42.7,42.8
"8029 Røgen (Favrskov Kommune)",41.3,41.6,42.2,42.0
"8030 Sporup (Favrskov Kommune)",36.1,36.7,36.7,37.7
"8031 Dallerup (Silkeborg Kommune)",35.2,35.5,35.5,36.0
"8032 Låsby (Skanderborg Kommune)",37.5,37.6,37.8,38.0
"8033 Alling (Skanderborg Kommune)",40.4,41.6,41.6,42.4
"8034 Tulstrup (Skanderborg Kommune)",42.1,42.5,43.2,42.7
"8035 Fruering (Skanderborg Kommune)",37.5,37.5,37.5,37.9
"8036 Vitved (Skanderborg Kommune, Aarhus Kommune)",43.0,43.7,44.0,43.8
"8037 Østbirk (Horsens Kommune)",39.1,38.8,39.1,39.5
"8038 Yding (Horsens Kommune)",37.2,36.8,37.3,38.0
"8039 Ovsted (Skanderborg Kommune)",37.7,38.3,38.7,39.5
"8040 Tåning (Skanderborg Kommune)",41.9,42.9,42.5,42.9
"8041 Hylke (Skanderborg Kommune)",37.5,37.6,37.4,37.3
"8042 Kattrup (Horsens Kommune)",37.5,38.2,38.9,39.2
"8043 Tolstrup (Horsens Kommune)",37.2,38.0,38.6,38.6
"8044 Ørridslev (Horsens Kommune)",38.7,38.7,39.1,39.3
"8045 Vedslet (Horsens Kommune)",35.9,36.6,37.3,38.6
"8046 Lundum (Horsens Kommune)",38.8,39.4,39.9,40.9
"8047 Hansted (Horsens Kommune)",38.4,38.5,38.4,38.3
"8048 Vær (Horsens Kommune)",41.3,41.8,42.1,42.2
"8049 Nebel (Horsens Kommune)",36.7,37.1,37.4,38.0
"8050 Gangsted (Horsens Kommune)",35.0,35.2,35.7,37.7
"8051 Søvind (Horsens Kommune)",40.9,41.5,41.5,41.9
"8052 Klostersogn (Horsens Kommune)",37.7,37.3,37.3,37.3
"8053 Vor Frelsers (Horsens Kommune)",39.8,39.7,39.3,38.8
"8054 Tamdrup (Horsens Kommune)",38.0,38.0,38.0,37.9
"8055 Nim (Horsens Kommune)",34.7,35.1,35.5,35.9
"8056 Underup (Horsens Kommune)",43.3,43.2,42.8,42.8
"8057 Hvirring (Hedensted Kommune)",39.3,39.4,39.7,40.4
"8058 Hornborg (Hedensted Kommune)",36.0,36.3,36.9,37.2
"8059 Endelave (Horsens Kommune)",51.1,51.2,53.8,56.1
"8060 Lyngå (Favrskov Kommune)",36.9,37.0,38.1,38.2
"8061 Vitten (Favrskov Kommune)",36.2,36.7,37.2,37.7
"8062 Haldum (Favrskov Kommune)",38.1,38.4,38.8,39.0
"8063 Over og Neder Hadsten (Favrskov Kommune)",0.0,0.0,0.0,0.0
"8064 Lading (Favrskov Kommune)",37.4,37.4,38.1,38.3
"8065 Fårup (Aarhus Kommune)",36.6,37.1,36.5,36.4
"8066 Sabro (Aarhus Kommune)",37.6,37.4,38.1,38.1
"8067 Grundfør (Favrskov Kommune)",39.0,39.3,39.5,39.8
"8068 Spørring (Aarhus Kommune)",37.6,37.4,37.7,37.8
"8069 Søften (Favrskov Kommune)",36.2,36.6,36.9,37.0
"8070 Foldby (Favrskov Kommune)",36.7,36.8,37.3,37.2
"8071 Trige (Aarhus Kommune)",36.5,36.5,37.0,37.3
"8072 Ølsted (Aarhus Kommune)",40.1,40.4,40.5,41.0
"8073 Elsted (Aarhus Kommune)",36.2,36.1,36.6,36.9
"8074 Elev (Aarhus Kommune)",33.6,33.5,33.4,33.7
"8075 Sjelle (Skanderborg Kommune)",38.3,38.4,38.2,38.9
"8076 Skjørring (Skanderborg Kommune)",36.2,37.1,37.3,37.8
"8077 Skivholme (Skanderborg Kommune)",35.7,35.9,36.7,37.3
"8078 Skovby (Skanderborg Kommune)",36.0,36.1,36.5,36.9
"8079 Borum (Aarhus Kommune)",35.2,35.3,35.8,36.3
"8080 Lyngby (Aarhus Kommune)",35.7,36.2,36.0,36.4
"8081 Harlev (Aarhus Kommune)",38.0,38.1,37.9,38.3
"8082 Framlev (Aarhus Kommune)",39.1,39.3,39.2,39.6
"8083 Storring (Skanderborg Kommune)",39.1,39.5,39.5,39.9
"8084 Stjær (Skanderborg Kommune)",36.0,36.4,36.7,37.2
"8085 Galten (Skanderborg Kommune)",39.1,39.5,39.8,40.4
"8086 Tunø (Odder Kommune)",54.6,55.3,57.5,57.7
"8087 Odder (Odder Kommune)",41.4,41.4,41.9,42.1
"8088 Torrild (Odder Kommune)",38.0,38.3,38.7,39.0
"8089 Saksild (Odder Kommune)",42.7,44.0,44.7,45.4
"8090 Nølev (Odder Kommune)",39.6,40.5,39.9,40.5
"8091 Randlev (Odder Kommune)",36.7,37.1,37.8,37.5
"8092 Bjerager (Odder Kommune)",41.0,41.6,42.2,42.5
"8093 Hundslund (Odder Kommune)",39.2,39.7,39.8,40.2
"8094 Ørting (Odder Kommune)",38.1,38.1,38.7,39.5
"8095 Falling (Odder Kommune)",41.6,41.6,41.7,42.7
"8096 Gosmer (Odder Kommune)",37.8,37.9,39.7,38.3
"8097 Halling (Odder Kommune)",43.8,44.8,45.3,46.0
"8098 Gylling (Odder Kommune)",39.7,40.2,41.1,41.4
"8099 Alrø (Odder Kommune)",42.4,42.3,44.0,45.6
"8100 Viby (Aarhus Kommune)",39.2,38.9,38.7,38.5
"8101 Fredens (Aarhus Kommune)",38.8,38.8,38.9,39.6
"8102 Holme (Aarhus Kommune)",41.1,41.2,41.5,41.6
"8103 Tranbjerg (Aarhus Kommune)",41.6,41.6,41.9,42.3
"8104 Skåde (Aarhus Kommune)",40.9,40.9,40.9,40.6
"8105 Mårslet (Aarhus Kommune)",37.9,38.2,38.4,38.3
"8106 Tiset (Aarhus Kommune)",38.9,37.5,36.8,37.1
"8107 Ormslev (Aarhus Kommune)",40.2,39.8,39.4,38.8
"8108 Kolt (Aarhus Kommune)",38.9,39.4,39.7,39.9
"8109 Beder (Aarhus Kommune)",40.9,41.2,41.7,42.1
"8110 Malling (Aarhus Kommune)",40.7,40.9,41.0,41.4
"8111 Astrup (Odder Kommune, Aarhus Kommune)",37.9,38.4,38.7,38.6
"8112 Tulstrup (Aarhus Kommune)",37.2,37.4,38.1,38.4
"8113 Hvilsted (Odder Kommune, Aarhus Kommune)",36.1,36.0,37.4,38.2
"8114 Aarhus Domsogn (Aarhus Kommune)",31.2,31.1,31.3,30.9
"8115 Vor Frue (Aarhus Kommune)",32.3,32.1,32.1,31.8
"8116 Sankt Markus (Aarhus Kommune)",35.9,35.7,35.8,35.7
"8117 Møllevang (Aarhus Kommune)",36.2,36.2,36.1,35.9
"8118 Sankt Pauls (Aarhus Kommune)",36.3,36.2,36.0,36.0
"8119 Langenæs (Aarhus Kommune)",41.1,41.0,40.5,40.2
"8120 Sankt Johannes (Aarhus Kommune)",34.2,34.1,34.0,33.8
"8121 Christians (Aarhus Kommune)",36.0,35.9,35.9,35.7
"8122 Åby (Aarhus Kommune)",38.4,38.4,38.3,38.6
"8123 Vejlby (Aarhus Kommune)",38.6,38.4,38.1,38.0
"8124 Risskov (Aarhus Kommune)",41.6,41.8,42.1,42.5
"8125 Hasle (Aarhus Kommune)",35.3,35.6,35.5,35.6
"8126 Skejby (Aarhus Kommune)",35.8,36.9,36.7,35.3
"8127 Lisbjerg (Aarhus Kommune)",36.4,36.1,36.7,36.8
"8128 Brabrand (Aarhus Kommune)",40.8,40.6,40.8,40.8
"8129 Sønder Årslev (Aarhus Kommune)",46.7,46.0,45.5,44.2
"8130 Tilst (Aarhus Kommune)",37.3,37.3,37.2,37.3
"8131 Kasted (Aarhus Kommune)",36.8,37.1,38.0,37.7
"8132 Sankt Lukas (Aarhus Kommune)",36.8,36.5,36.4,36.2
"8133 Støvring (Randers Kommune)",39.7,40.1,39.7,40.9
"8134 Mellerup (Randers Kommune)",40.2,40.9,41.7,42.0
"8135 Haslund (Randers Kommune)",39.7,40.1,40.6,41.5
"8136 Ølst (Randers Kommune)",40.6,41.0,41.4,40.9
"8137 Værum (Randers Kommune)",40.2,40.7,41.1,41.2
"8138 Ørum (Randers Kommune)",39.5,40.2,40.6,41.2
"8139 Laurbjerg (Favrskov Kommune)",37.8,38.5,38.8,39.2
"8140 Lerbjerg (Favrskov Kommune)",38.5,37.8,39.0,37.0
"8141 Nørre Galten (Favrskov Kommune)",38.6,38.2,38.6,40.1
"8142 Vissing (Favrskov Kommune)",37.6,37.7,37.6,38.4
"8143 Voldum (Favrskov Kommune)",39.7,40.1,40.4,40.9
"8144 Rud (Favrskov Kommune)",35.9,35.5,35.7,35.4
"8145 Årslev (Randers Kommune)",38.6,39.4,40.9,42.0
"8146 Vorup (Randers Kommune)",40.9,41.3,41.3,41.3
"8147 Ødum (Favrskov Kommune)",36.6,37.3,37.3,37.4
"8148 Hadbjerg (Favrskov Kommune)",31.1,30.7,30.4,30.7
"8149 Vester Tørslev (Mariagerfjord Kommune)",37.9,38.5,37.7,39.2
"8150 Svenstrup (Mariagerfjord Kommune)",36.5,38.1,38.4,38.7
"8151 Asferg (Randers Kommune)",42.7,41.6,42.6,42.8
"8152 Fårup (Randers Kommune)",39.3,39.8,39.5,40.1
"8153 Kousted (Randers Kommune)",39.5,39.5,40.3,41.2
"8154 Råsted (Randers Kommune)",38.6,38.8,38.6,39.0
"8155 Spentrup (Randers Kommune)",38.9,39.2,39.6,39.8
