"Gennemsnitsalder efter sogn og tid"

" ","2010","2011","2012","2013"
"8907 Treenigheds (Esbjerg Kommune)",42.4,42.6,42.7,42.5
"8908 Jerne (Esbjerg Kommune)",39.3,39.4,39.5,39.7
"8909 Skads (Esbjerg Kommune)",39.2,39.4,39.5,39.7
"8910 Øse (Varde Kommune)",38.9,39.2,39.6,39.8
"8911 Næsbjerg (Varde Kommune)",39.9,39.7,40.1,40.5
"8912 Grimstrup (Esbjerg Kommune, Varde Kommune)",36.3,37.1,37.0,37.2
"8913 Vester Nykirke (Esbjerg Kommune)",37.0,36.9,37.8,38.7
"8914 Fåborg (Varde Kommune)",37.5,36.8,37.8,37.8
"8915 Årre (Varde Kommune)",40.6,40.1,40.3,39.8
"8916 Sneum (Esbjerg Kommune)",37.4,37.4,37.4,37.2
"8917 Tjæreborg (Esbjerg Kommune)",40.0,40.1,40.4,40.6
"8918 Bryndum (Esbjerg Kommune)",37.3,37.2,37.6,38.4
"8919 Vester Nebel (Esbjerg Kommune)",37.0,37.7,38.3,38.3
"8920 Alslev (Varde Kommune)",37.5,37.6,37.8,37.6
"8921 Hostrup (Esbjerg Kommune)",38.2,39.8,40.2,40.3
"8922 Guldager (Esbjerg Kommune)",35.1,35.3,35.7,36.1
"8923 Nordby (Fanø Kommune)",45.5,45.9,46.2,46.8
"8924 Sønderho (Fanø Kommune)",54.7,54.6,54.9,55.9
"8925 Lindknud (Vejen Kommune)",38.5,37.5,37.3,37.7
"8926 Brørup (Vejen Kommune)",42.4,42.7,43.2,43.4
"8927 Holsted (Vejen Kommune)",41.4,41.6,42.1,42.5
"8928 Føvling (Vejen Kommune)",37.6,38.3,38.6,40.1
"8929 Malt (Vejen Kommune)",36.3,36.8,37.1,37.0
"8930 Folding (Vejen Kommune)",37.9,38.6,38.8,39.4
"8931 Vejen (Vejen Kommune)",42.0,42.2,42.5,42.6
"8932 Læborg (Vejen Kommune)",38.1,38.6,39.3,39.8
"8933 Veerst (Vejen Kommune)",36.5,36.7,36.9,37.5
"8934 Bække (Vejen Kommune)",39.5,39.2,39.1,39.6
"8935 Lejrskov (Kolding Kommune)",36.1,36.5,37.1,37.9
"8936 Jordrup (Kolding Kommune)",37.1,37.6,37.3,38.1
"8937 Andst (Vejen Kommune)",37.1,37.8,38.1,39.0
"8938 Gesten (Vejen Kommune)",38.7,39.0,39.6,39.7
"8939 Skanderup (Kolding Kommune)",38.0,38.2,38.4,38.7
"8940 Seest (Kolding Kommune)",41.4,41.9,42.0,42.6
"8941 Hjarup (Kolding Kommune)",39.0,38.7,39.5,39.5
"8942 Grindsted (Billund Kommune)",41.4,42.1,42.2,42.2
"8943 Grene (Billund Kommune)",39.6,39.9,40.2,40.7
"8944 Vorbasse (Billund Kommune)",39.9,40.3,40.2,40.8
"8945 Hejnsvig (Billund Kommune)",40.1,41.0,41.3,41.1
"8946 Gram (Haderslev Kommune)",44.0,44.3,44.3,44.5
"8947 Lintrup (Vejen Kommune)",36.1,36.5,36.5,36.9
"8948 Hjerting (Vejen Kommune)",30.8,31.0,31.9,31.5
"8949 Rødding (Vejen Kommune)",45.9,46.7,46.4,46.6
"8950 Skrave (Vejen Kommune)",40.4,41.3,41.9,43.1
"8951 Sønder Hygum (Vejen Kommune)",38.3,38.5,38.8,39.3
"8952 Fole (Haderslev Kommune)",34.0,34.2,34.2,34.0
"8953 Øster Lindet (Vejen Kommune)",37.2,37.3,38.6,38.1
"8954 Nustrup (Haderslev Kommune)",38.4,38.8,38.8,38.1
"8955 Skrydstrup (Haderslev Kommune)",38.5,38.6,39.4,39.9
"8956 Agerskov (Tønder Kommune)",40.6,40.9,41.5,41.8
"8957 Bevtoft (Haderslev Kommune, Tønder Kommune)",38.8,39.2,39.5,39.8
"8958 Tirslund (Tønder Kommune)",39.6,40.4,41.4,41.4
"8959 Branderup (Tønder Kommune)",37.7,38.1,38.8,39.3
"8960 Toftlund (Tønder Kommune)",43.1,42.9,43.4,43.8
"8961 Haderslev Vor Frue Domsogn (Haderslev Kommune)",41.3,41.6,41.7,42.0
"8962 Gammel Haderslev (Haderslev Kommune)",43.0,43.1,43.1,43.0
"8963 Åstrup (Haderslev Kommune)",38.9,38.9,39.7,40.1
"8964 Halk (Haderslev Kommune)",44.4,44.5,45.5,45.2
"8965 Hoptrup (Haderslev Kommune)",40.0,40.2,40.0,40.4
"8966 Moltrup (Haderslev Kommune)",38.9,39.0,39.0,39.8
"8967 Bjerning (Haderslev Kommune)",39.8,40.0,40.7,42.0
"8968 Øsby (Haderslev Kommune)",43.0,43.7,44.1,44.4
"8969 Sønder Starup (Haderslev Kommune)",38.8,38.8,39.3,40.1
"8970 Grarup (Haderslev Kommune)",38.2,38.2,38.6,38.8
"8971 Vilstrup (Haderslev Kommune)",41.3,41.3,41.4,42.6
"8972 Vonsbæk (Haderslev Kommune)",40.9,41.1,42.7,42.3
"8973 Hammelev (Haderslev Kommune)",39.7,39.9,40.1,40.6
"8974 Maugstrup (Haderslev Kommune)",37.5,38.1,38.5,38.6
"8975 Vojens (Haderslev Kommune)",45.5,46.1,46.0,46.2
"8976 Jegerup (Haderslev Kommune)",42.6,43.1,43.4,44.1
"8977 Jels (Vejen Kommune)",40.3,40.4,40.6,41.2
"8978 Oksenvad (Haderslev Kommune)",37.6,38.1,38.5,38.9
"8979 Sommersted (Haderslev Kommune)",40.9,41.1,41.5,41.8
"8980 Vedsted (Haderslev Kommune)",38.5,38.9,39.0,39.5
"8981 Aller (Haderslev Kommune, Kolding Kommune)",41.7,41.7,42.5,43.1
"8982 Fjelstrup (Haderslev Kommune)",39.7,40.4,40.4,40.5
"8983 Stepping (Kolding Kommune)",36.1,37.2,37.5,38.3
"8984 Frørup (Kolding Kommune)",31.7,31.8,32.7,32.6
"8985 Tyrstrup (Kolding Kommune)",42.1,42.6,42.6,42.9
"8986 Hjerndrup (Haderslev Kommune)",37.0,37.3,37.2,37.5
"8987 Skodborg (Vejen Kommune)",39.1,39.3,39.1,39.2
"8988 Sankt Marie (Sønderborg Kommune)",41.7,42.1,42.4,42.6
"8989 Christians (Sønderborg Kommune)",41.9,42.0,42.0,42.1
"8990 Augustenborg (Sønderborg Kommune)",44.2,44.0,44.7,44.6
"8991 Ketting (Sønderborg Kommune)",42.1,42.5,43.4,44.0
"8992 Ulkebøl (Sønderborg Kommune)",41.2,40.8,40.9,40.8
"8993 Notmark (Sønderborg Kommune)",41.7,42.0,42.9,43.3
"8994 Asserballe (Sønderborg Kommune)",38.3,39.3,39.3,40.2
"8995 Tandslet (Sønderborg Kommune)",40.6,41.1,41.9,42.3
"8996 Hørup (Sønderborg Kommune)",42.9,43.2,43.5,43.7
"8997 Lysabild (Sønderborg Kommune)",41.8,42.4,43.1,43.8
"8998 Kegnæs (Sønderborg Kommune)",44.0,44.7,45.6,45.9
"8999 Nordborg (Sønderborg Kommune)",44.8,45.0,44.9,45.4
"9000 Svenstrup (Sønderborg Kommune)",39.1,39.7,40.3,41.3
"9001 Havnbjerg (Sønderborg Kommune)",42.3,43.0,43.5,44.5
"9002 Oksbøl (Sønderborg Kommune)",42.1,42.3,43.5,44.1
"9003 Egen (Sønderborg Kommune)",44.5,44.7,45.0,45.4
"9004 Broager (Sønderborg Kommune)",40.7,41.0,41.3,41.9
"9005 Egernsund (Sønderborg Kommune)",43.2,43.9,44.4,44.4
"9006 Dybbøl (Sønderborg Kommune)",38.9,39.4,39.6,40.1
"9007 Nybøl (Sønderborg Kommune)",41.0,41.0,41.4,40.7
"9008 Sottrup (Sønderborg Kommune)",39.0,39.0,39.2,39.9
"9009 Ullerup (Sønderborg Kommune)",38.9,39.2,39.4,39.6
"9010 Aabenraa (Aabenraa Kommune)",43.0,43.3,43.4,43.6
"9011 Hjordkær (Aabenraa Kommune)",37.3,37.8,38.4,38.5
"9012 Løjt (Aabenraa Kommune)",40.0,40.5,40.8,41.2
"9013 Bjolderup (Aabenraa Kommune)",39.3,39.2,39.5,39.8
"9014 Rise (Aabenraa Kommune)",41.9,42.2,42.5,42.8
"9015 Øster Løgum (Aabenraa Kommune)",38.8,36.5,37.3,38.1
"9016 Bedsted (Tønder Kommune)",40.2,40.5,40.7,41.2
"9017 Hellevad (Aabenraa Kommune)",38.6,38.7,39.7,39.7
"9018 Egvad (Aabenraa Kommune)",38.5,38.0,37.6,38.5
"9019 Gråsten (Sønderborg Kommune)",45.1,45.6,45.8,47.8
"9021 Varnæs (Aabenraa Kommune)",40.4,40.6,40.3,40.8
"9022 Ensted (Aabenraa Kommune)",40.2,40.2,40.6,40.6
"9023 Felsted (Sønderborg Kommune, Aabenraa Kommune)",39.8,40.3,40.8,40.9
"9024 Holbøl (Aabenraa Kommune)",42.7,42.8,43.3,43.8
"9025 Rinkenæs (Sønderborg Kommune)",43.1,43.6,43.9,44.3
"9026 Uge (Aabenraa Kommune)",36.4,37.1,37.3,38.1
"9027 Kliplev (Aabenraa Kommune)",40.4,40.5,40.8,41.5
"9028 Kværs (Sønderborg Kommune, Aabenraa Kommune)",37.5,38.1,38.2,38.5
"9029 Bov (Aabenraa Kommune)",43.2,43.7,44.3,44.7
"9030 Hviding (Esbjerg Kommune)",38.6,39.3,39.2,39.8
"9031 Rejsby (Tønder Kommune)",40.0,40.8,40.0,40.6
"9032 Brøns (Tønder Kommune)",38.9,39.0,39.6,39.7
"9033 Vodder (Tønder Kommune)",36.0,36.4,37.0,37.4
"9034 Roager (Esbjerg Kommune)",39.5,39.9,40.0,39.5
"9035 Spandet (Esbjerg Kommune)",41.5,42.6,44.0,43.9
"9036 Arrild (Tønder Kommune)",41.4,41.3,42.5,43.1
"9037 Højrup (Haderslev Kommune, Tønder Kommune)",41.5,42.0,42.4,42.8
"9038 Skærbæk (Tønder Kommune)",45.3,45.2,45.5,45.7
"9039 Tønder (Tønder Kommune)",43.8,44.3,44.6,45.0
"9040 Ubjerg (Tønder Kommune)",42.6,43.9,44.2,44.7
"9041 Abild (Tønder Kommune)",38.2,38.5,39.2,39.8
"9042 Visby (Tønder Kommune)",40.4,40.4,40.6,41.2
"9043 Daler (Tønder Kommune)",35.9,35.6,36.6,37.8
"9044 Møgeltønder (Tønder Kommune)",41.1,41.2,42.1,42.1
"9045 Løgumkloster (Tønder Kommune)",46.4,46.5,46.4,46.4
"9046 Nørre Løgum (Tønder Kommune)",38.4,38.9,39.7,40.1
"9047 Brede (Tønder Kommune)",42.6,42.7,42.9,43.3
"9048 Døstrup (Tønder Kommune)",38.0,38.2,39.0,38.9
"9049 Mjolden (Tønder Kommune)",40.7,41.7,41.7,42.6
"9050 Randerup (Tønder Kommune)",39.0,39.3,38.1,41.1
"9051 Højer (Tønder Kommune)",46.5,46.7,47.4,47.6
"9052 Emmerlev (Tønder Kommune)",39.7,40.8,41.2,42.3
"9053 Hjerpsted (Tønder Kommune)",54.8,55.8,55.7,55.0
"9054 Ballum (Tønder Kommune)",42.9,43.0,45.0,45.7
"9055 Sønder Skast (Tønder Kommune)",40.2,41.3,41.0,41.4
"9056 Burkal (Tønder Kommune, Aabenraa Kommune)",41.4,42.1,42.2,42.6
"9057 Bylderup (Aabenraa Kommune)",38.8,39.1,39.9,41.2
"9058 Højst (Tønder Kommune)",36.2,36.7,37.1,37.3
"9059 Hostrup (Tønder Kommune)",39.1,39.4,39.8,40.5
"9060 Ravsted (Aabenraa Kommune)",37.5,37.2,37.8,38.7
"9061 Tinglev (Aabenraa Kommune)",43.0,43.8,44.2,44.3
"9062 Rømø (Tønder Kommune)",48.8,49.0,49.5,50.5
"9063 Lendum (Hjørring Kommune)",38.7,39.0,39.3,39.9
"9064 Øster Hassing (Aalborg Kommune)",38.7,39.3,39.5,39.8
"9065 Stenild (Rebild Kommune, Mariagerfjord Kommune)",35.8,36.6,37.9,37.1
"9066 Nyvangs (Kalundborg Kommune)",42.2,42.3,42.5,42.1
"9067 Vamdrup (Kolding Kommune)",39.5,39.6,40.2,40.7
"9068 Søborgmagle (Gladsaxe Kommune)",36.6,36.6,36.6,36.5
"9070 Halskov (Slagelse Kommune)",41.2,41.6,41.9,42.3
"9071 Haralds (Gladsaxe Kommune)",40.4,40.4,40.5,40.6
"9072 Buddinge (Gladsaxe Kommune)",43.0,42.9,42.6,42.5
"9073 Grundtvigs (Esbjerg Kommune)",40.3,40.3,40.6,40.9
"9074 Lindehøj (Herlev Kommune)",40.7,40.8,40.9,40.7
"9075 Årup (Assens Kommune)",44.4,44.8,45.4,45.7
"9076 Skalborg (Aalborg Kommune)",41.4,41.4,41.3,41.5
"9077 Sønderbro (Horsens Kommune)",41.9,41.8,41.7,41.5
"9078 Sankt Andreas (Randers Kommune)",39.6,40.0,39.9,40.1
"9079 Vestervang (Viborg Kommune)",39.4,39.4,39.2,39.4
"9080 Rungsted (Hørsholm Kommune)",42.3,42.5,42.8,42.8
"9081 Korsvejens (Tårnby Kommune)",41.0,40.8,40.9,41.0
"9082 Rødbyhavn (Lolland Kommune)",44.7,45.7,46.6,47.8
"9083 Hedehusene (Høje-Taastrup Kommune)",38.5,38.7,39.2,39.2
"9084 Brøndby Strand (Brøndby Kommune)",38.1,38.2,38.4,38.6
"9085 Egeris (Skive Kommune)",39.9,40.2,40.5,40.8
"9086 Hadsten (Favrskov Kommune)",39.2,39.4,39.8,40.2
"9087 Hannerup (Fredericia Kommune)",39.3,39.0,39.2,39.4
"9088 Ellevang (Aarhus Kommune)",38.8,39.0,39.3,39.7
"9089 Pederstrup (Ballerup Kommune)",40.5,40.6,40.9,41.0
"9090 Helligånds (Aarhus Kommune)",34.8,34.6,34.6,34.6
"9091 Hedeager (Herning Kommune)",39.1,39.7,39.7,40.0
"9092 Nørremarks (Vejle Kommune)",37.4,36.9,36.8,37.2
"9093 Vollsmose (Odense Kommune)",33.2,33.5,33.8,34.1
"9094 Rønnevang (Høje-Taastrup Kommune)",42.2,42.3,42.5,42.7
"9095 Svingelbjerg (Vesthimmerlands Kommune)",41.2,39.8,40.7,42.6
"9096 Ravnsbjerg (Aarhus Kommune)",36.4,36.3,36.4,36.4
"9097 Gellerup (Aarhus Kommune)",30.6,30.9,30.9,31.4
"9098 Sthens (Helsingør Kommune)",40.2,40.6,40.9,41.3
"9099 Kvaglund (Esbjerg Kommune)",39.4,40.0,40.3,40.4
"9100 Bredballe (Vejle Kommune)",40.6,40.9,41.2,41.5
"9101 Bistrup (Hjørring Kommune)",41.1,41.1,41.0,41.0
"9102 Ulstrupbro (Favrskov Kommune)",42.5,42.4,42.7,43.0
"9103 Mørdrup (Helsingør Kommune)",41.6,42.1,42.4,42.8
"9104 Ry (Skanderborg Kommune)",40.2,40.5,40.9,41.2
"9105 Karlslunde Strandsogn (Greve Kommune)",41.1,41.3,41.5,42.2
"9106 Sædden (Esbjerg Kommune)",42.8,43.1,43.4,43.7
"9107 Godthåb (Aalborg Kommune)",38.6,38.6,38.7,39.0
"9108 Mosede (Greve Kommune)",40.3,40.6,41.2,41.5
"9109 Stensby (Vordingborg Kommune)",42.5,42.8,43.0,43.4
"9110 Margrethe (Aalborg Kommune)",41.8,41.7,41.4,41.5
"9111 Sankt Jørgens (Næstved Kommune)",41.5,41.6,41.5,41.7
"9112 Juelsminde (Hedensted Kommune)",51.8,52.3,52.9,53.4
"9113 Islebjerg (Frederikssund Kommune)",39.9,40.0,40.5,40.8
"9114 Stenderup (Billund Kommune)",37.7,38.0,38.3,38.1
"9115 Nygårds (Brøndby Kommune)",43.3,43.4,43.5,43.5
"9116 Simon Peters (Kolding Kommune)",38.2,38.3,38.1,38.3
"9117 Boholte (Køge Kommune)",42.2,42.3,42.9,43.1
"9118 Broholm (Assens Kommune)",38.9,39.2,39.8,40.6
"9119 Kølkær (Herning Kommune)",39.7,39.9,40.6,40.6
"9120 Kollund (Herning Kommune)",35.1,36.2,37.4,37.6
"9121 Gjesing (Esbjerg Kommune)",41.2,41.4,41.5,41.9
"9122 Tarm (Ringkøbing-Skjern Kommune)",44.4,44.6,44.8,45.5
"9123 Isenvad (Ikast-Brande Kommune)",38.9,39.1,39.7,39.6
"9124 Troldhede (Ringkøbing-Skjern Kommune)",41.7,41.8,41.0,42.0
"9125 Ilderhede (Herning Kommune)",40.3,39.9,40.3,40.6
"9126 Søndermark (Viborg Kommune)",36.4,36.3,36.5,36.3
"9127 Klitmøller (Thisted Kommune)",44.8,44.7,44.9,45.4
"9128 Frederiksberg Slotssogn (Frederiksberg Kommune)",41.6,41.5,41.4,41.2
"9129 Vorupør (Thisted Kommune)",44.0,44.1,45.0,45.5
"9130 Mejdal (Holstebro Kommune)",37.8,37.1,37.0,37.0
"9131 Hjallese (Odense Kommune)",41.7,41.8,41.5,41.4
"9132 Virklund (Silkeborg Kommune)",40.6,41.5,41.6,41.7
"9133 Tingbjerg (København Kommune)",32.5,33.0,32.7,32.3
"9134 Opstandelseskirkens (Albertslund Kommune)",38.5,38.7,39.0,39.3
"9135 Skjoldhøj (Aarhus Kommune)",35.8,36.0,36.0,36.4
"9136 Vodskov (Aalborg Kommune)",42.8,42.9,43.4,44.0
"9137 Askov (Vejen Kommune)",36.1,36.1,36.1,36.6
"9138 Hjerting (Esbjerg Kommune)",42.2,42.5,43.0,43.5
"9139 Fredens (Svendborg Kommune)",43.1,42.8,43.1,43.2
"9140 Skelgårds (Tårnby Kommune)",39.5,39.5,39.7,39.8
"9141 Gullestrup (Herning Kommune)",32.6,33.1,33.4,34.0
"9142 Dyrup (Odense Kommune)",41.2,41.5,41.8,42.1
"9143 Sejs-Svejbæk (Silkeborg Kommune)",41.0,41.6,41.8,42.1
"9144 Nørrevang (Slagelse Kommune)",38.1,38.4,38.5,38.6
"9145 Kokkedal (Hørsholm Kommune)",43.8,44.4,45.2,46.1
"9146 Lystrup (Aarhus Kommune)",38.4,38.8,39.2,39.4
"9147 Skelager (Aarhus Kommune)",32.6,32.8,32.9,33.1
"9148 Tornbjerg (Odense Kommune)",38.3,38.7,38.9,39.2
"9149 Houlkær (Viborg Kommune)",39.3,39.8,40.2,40.4
"9150 Langeslund (Jammerbugt Kommune)",39.2,39.2,39.8,39.7
"9151 Enghøj (Randers Kommune)",40.2,40.6,40.7,40.6
"9152 Fonnesbæk (Ikast-Brande Kommune)",35.9,36.4,36.8,37.4
"9153 Agerbæk (Varde Kommune)",41.8,42.2,42.0,42.6
"9154 Grønnevang (Hillerød Kommune)",37.1,37.2,37.5,38.1
"9155 Engholm (Allerød Kommune)",38.8,39.0,39.2,39.3
"9156 Agersted (Brønderslev Kommune, Frederikshavn Kommune)",40.7,40.2,41.0,41.7
"9157 Gistrup (Aalborg Kommune)",42.4,42.5,43.1,43.4
"9158 Skæring (Aarhus Kommune)",42.5,43.2,43.5,43.8
"9159 Stenvad (Norddjurs Kommune)",39.6,40.1,40.4,40.8
"9160 Antvorskov (Slagelse Kommune)",39.7,39.8,40.0,40.2
"9161 Blågårdens (København Kommune)",32.3,32.3,32.4,32.4
"9162 Holsted (Næstved Kommune)",40.7,41.0,41.2,41.4
"9163 Lyng (Fredericia Kommune)",42.2,42.6,43.0,43.3
"9164 Fredens-Nazaret (København Kommune)",36.1,36.3,36.1,36.1
"9165 Sydhavn (København Kommune)",36.5,36.5,36.2,36.4
"9166 Skanderborg (Skanderborg Kommune)",39.1,39.3,39.5,39.8
"9167 Ørnhøj (Herning Kommune)",38.1,38.4,38.8,39.9
"9168 Iglsø (Viborg Kommune)",39.8,39.5,39.6,40.2
"9169 Simeon-Sankt Johannes (København Kommune)",36.3,36.0,35.8,35.4
"9170 Ørre-Sinding (Herning Kommune)",38.1,38.8,38.6,40.0
"9171 Ebeltoft-Dråby-Handrup (Syddjurs Kommune)",0.0,47.6,48.1,48.6
"9172 Hvide Sande (Ringkøbing-Skjern Kommune)",0.0,0.0,44.1,44.4
"9173 Falslev-Vindblæs (Mariagerfjord Kommune)",0.0,0.0,42.7,43.4
"9174 Vor Frue (København Kommune)",0.0,0.0,0.0,36.2
"9175 Davids (København Kommune)",0.0,0.0,0.0,35.2
"9176 Hjembæk-Svinninge (Holbæk Kommune)",0.0,0.0,0.0,42.1
"9177 Butterup-Tuse (Holbæk Kommune)",0.0,0.0,0.0,0.0
"9178 Tønder (Tønder Kommune)",0.0,0.0,0.0,0.0
"9179 Skamstrup-Frydendal (Holbæk Kommune)",0.0,0.0,0.0,0.0
"9180 Kollerup-Fjerritslev (Jammerbugt Kommune)",0.0,0.0,0.0,0.0
"9181 Frederiksberg (Frederiksberg Kommune)",0.0,0.0,0.0,0.0
"9182 Bellahøj-Utterslev (København Kommune)",0.0,0.0,0.0,0.0
"9183 Samsø (Samsø Kommune)",0.0,0.0,0.0,0.0
"9184 Arden (Mariagerfjord Kommune)",0.0,0.0,0.0,0.0
"9185 Vesterbro (København Kommune)",0.0,0.0,0.0,0.0
"9186 Frederiksværk-Vinderød (Halsnæs Kommune)",0.0,0.0,0.0,0.0
"9187 Romdrup-Klarup (Aalborg Kommune)",0.0,0.0,0.0,0.0
"9188 Hvejsel (Vejle Kommune)",0.0,0.0,0.0,0.0
"9189 Stigs Bjergby-Mørkøv (Holbæk Kommune)",0.0,0.0,0.0,0.0
"9190 Valby Søndre (København Kommune)",0.0,0.0,0.0,0.0
"9191 Vive-Hadsund (Mariagerfjord Kommune)",0.0,0.0,0.0,0.0
"9192 Tuse Næs (Holbæk Kommune)",0.0,0.0,0.0,0.0
"9193 Nimtofte-Tøstrup (Syddjurs Kommune)",0.0,0.0,0.0,0.0
"9194 Utterslev-Herredskirke-Løjtofte (Lolland Kommune)",0.0,0.0,0.0,0.0
"9195 Søllested-Skovlænge-Gurreby (Lolland Kommune)",0.0,0.0,0.0,0.0
"9196 Blåvandshuk (Varde Kommune)",0.0,0.0,0.0,0.0
"9197 Øster Hassing-Gåser (Aalborg Kommune)",0.0,0.0,0.0,0.0
"9198 Bedsted-Grurup (Thisted Kommune)",0.0,0.0,0.0,0.0
"9199 Estvad-Rønbjerg (Skive Kommune)",0.0,0.0,0.0,0.0
"9201 Feldborg (Herning Kommune)",0.0,38.7,39.4,39.4
"9202 Vinderup (Holstebro Kommune)",0.0,44.3,44.9,45.0
"9203 Trandum (Holstebro Kommune)",0.0,40.0,40.4,40.5
"9204 Herrup (Holstebro Kommune)",0.0,39.9,39.8,41.3
"9205 Tiphede (Herning Kommune)",0.0,32.0,33.2,34.3
"9206 Ellebæk (Holstebro Kommune)",0.0,38.0,38.6,39.0
"9207 Hogager (Holstebro Kommune)",0.0,40.6,41.4,40.1
"9208 Hjerm Østre (Struer Kommune)",0.0,38.4,38.6,39.2
"9209 Fasterholt (Herning Kommune)",0.0,39.3,40.6,41.1
"9210 Karstoft (Herning Kommune)",0.0,36.1,36.5,36.9
"9211 Faurholt (Ikast-Brande Kommune)",0.0,36.8,36.8,37.1
"9212 Christianshede (Ikast-Brande Kommune)",0.0,36.9,37.2,38.0
"9213 Grathe (Silkeborg Kommune)",0.0,38.9,40.3,39.7
"9214 Bjerring (Viborg Kommune)",0.0,0.0,42.8,43.2
"9215 Hjermind (Viborg Kommune)",0.0,34.9,37.4,38.3
"9216 Øster Hurup (Mariagerfjord Kommune)",0.0,46.6,46.9,47.7
"9217 Terndrup (Rebild Kommune)",0.0,43.7,44.2,44.4
"9219 Arden (Mariagerfjord Kommune)",0.0,44.2,44.3,44.5
"9220 Mylund (Brønderslev Kommune)",0.0,0.0,40.3,41.5
"9221 Øster Hjermitslev (Brønderslev Kommune)",0.0,38.2,37.5,37.4
"9223 Melholt (Brønderslev Kommune)",0.0,0.0,44.9,46.2
"9224 Dorf (Brønderslev Kommune)",0.0,0.0,42.5,43.6
"9225 Hou (Aalborg Kommune)",0.0,48.8,49.5,50.3
"9226 Østervrå (Frederikshavn Kommune)",0.0,41.8,42.1,42.2
"9227 Gåser (Aalborg Kommune)",0.0,36.7,36.7,37.5
"9228 Hulsig (Frederikshavn Kommune)",0.0,54.6,56.4,54.0
"9229 Sørig (Hjørring Kommune)",0.0,0.0,46.1,45.8
"9230 Jerup (Frederikshavn Kommune)",0.0,46.7,46.6,47.9
"9231 Kvissel (Frederikshavn Kommune)",0.0,42.9,43.0,43.5
"9232 Gudumholm (Aalborg Kommune)",0.0,36.1,36.4,36.9
"9233 Fjerritslev (Jammerbugt Kommune)",0.0,46.6,45.5,45.9
"9234 Koldmose (Jammerbugt Kommune)",0.0,45.0,38.7,39.5
"9235 Stenbjerg (Thisted Kommune)",0.0,49.7,50.8,52.6
"9236 Agerø (Morsø Kommune)",0.0,48.4,48.1,56.5
"9237 Rørdal (Aalborg Kommune)",0.0,39.7,39.6,38.8
"9238 Sørup (Rebild Kommune)",0.0,37.3,37.7,38.1
"9239 Hareskov (Furesø Kommune)",0.0,39.6,39.5,39.7
"9240 Gurre (Helsingør Kommune)",0.0,39.1,39.2,39.8
"9241 Gadevang (Hillerød Kommune)",0.0,0.0,40.8,41.9
"9242 Skoven (Frederikssund Kommune)",0.0,0.0,53.4,53.4
"9243 Villingerød (Gribskov Kommune)",0.0,49.8,51.1,51.2
"9244 Reersø (Kalundborg Kommune)",0.0,51.0,51.8,52.1
"9245 Alleshave (Kalundborg Kommune)",0.0,39.8,39.7,42.2
"9246 Lumsås (Odsherred Kommune)",0.0,49.0,50.7,51.3
"9247 Svinø (Vordingborg Kommune)",0.0,44.8,45.0,44.4
"9248 Langø (Lolland Kommune)",0.0,53.6,54.5,53.2
"9249 Gedser (Guldborgsund Kommune)",0.0,51.2,51.3,51.8
"9250 Nøbbet (Lolland Kommune)",0.0,41.6,42.2,44.4
"9251 Padesø (Middelfart Kommune, Assens Kommune, Nordfyns Kommune)",0.0,37.3,40.9,41.7
"9252 Stige (Odense Kommune)",0.0,43.4,43.9,43.7
"9253 Ravnebjerg (Odense Kommune)",0.0,0.0,0.0,39.1
"9254 Bagenkop (Langeland Kommune)",0.0,52.0,51.7,51.9
"9255 Røjleskov (Middelfart Kommune)",0.0,39.1,39.5,39.6
"9256 Tårup (Nyborg Kommune)",0.0,43.0,44.2,45.0
"9257 Hjulby (Nyborg Kommune)",0.0,40.4,40.1,40.3
"9258 Lundeborg (Svendborg Kommune)",0.0,0.0,48.9,48.8
"9259 Adsbøl (Sønderborg Kommune)",0.0,0.0,0.0,39.5
"9260 Genner (Aabenraa Kommune)",0.0,41.3,42.5,42.6
"9261 Ildved (Vejle Kommune)",0.0,35.8,36.2,36.2
"9262 Klejs (Hedensted Kommune)",0.0,37.9,38.2,39.3
"9264 Stenderup (Vejen Kommune)",0.0,0.0,0.0,36.8
"9265 Urup (Billund Kommune)",0.0,38.0,38.8,40.0
"9266 Nollund (Billund Kommune)",0.0,31.7,32.0,31.3
"9267 Vesterhede (Billund Kommune)",0.0,38.7,38.8,39.7
"9268 Sankt Peders (Vejen Kommune)",0.0,41.7,41.4,41.8
"9269 Hovborg (Vejen Kommune)",0.0,41.0,41.4,41.6
"9270 Skjoldbjerg (Billund Kommune)",0.0,41.8,42.5,43.4
"9271 Mosevrå (Varde Kommune)",0.0,0.0,0.0,54.0
"9273 Rousthøje (Varde Kommune)",0.0,36.0,35.7,36.1
"9275 Væggerskilde (Ringkøbing-Skjern Kommune)",0.0,32.7,31.8,32.2
"9276 Finderup (Ringkøbing-Skjern Kommune)",0.0,35.5,35.5,34.9
"9277 Fjelstervang (Ringkøbing-Skjern Kommune)",0.0,34.9,35.2,35.0
"9278 Haurvig (Ringkøbing-Skjern Kommune)",0.0,49.3,52.4,53.4
"9279 Lyngvig (Ringkøbing-Skjern Kommune)",0.0,39.8,40.3,41.2
"9280 Lem (Ringkøbing-Skjern Kommune)",0.0,41.6,42.4,43.0
"9281 Skærlund (Ikast-Brande Kommune)",0.0,36.0,36.8,38.1
"9282 Uhre (Ikast-Brande Kommune)",0.0,36.7,37.2,38.2
