SOGNEKODE;ANTAL.IKKEBESK;SOGNENAVN;KOMNAVN;INDKOMST.BESK;INDKOMST.IKKEBESK;INDKOMST.STUD;INDKOMST.ALLE;INDKOMST.GNS.BESK;INDKOMST.GNS.IKKEBESK;INDKOMST.GNS.STUD;INDKOMST.GNS.ALLE;ANTAL.BESK;ANTAL.STUD;ANTAL.ALLE;KOM.INDKOMST.GNS.BESK;KOM.INDKOMST.GNS.IKKEBESK;KOM.INDKOMST.GNS.STUD;KOM.INDKOMST.GNS.ALLE
8066;830;Sabro Sogn;Aarhus;404882;222456;193406;338304;444891;239549;206395;361451;1420;120;2360;494873;249138;153753;358438
8067;1060;Grundfør Sogn;Favrskov;450298;227192;168779;377439;528696;249680;189910;424749;1870;40;2970;471283;231773;194058;385189
8068;260;Spørring Sogn;Aarhus;401120;209163;185801;329915;444916;233440;225067;368569;520;40;810;494873;249138;153753;358438
8069;560;Søften Sogn;Favrskov;459616;221432;194702;393743;542555;247995;220455;454089;1430;50;2030;471283;231773;194058;385189
8070;310;Foldby Sogn;Favrskov;416014;216823;163938;361107;469804;232434;184605;399522;860;40;1210;471283;231773;194058;385189
8071;890;Trige Sogn;Aarhus;390808;208692;173521;312401;420319;218819;193177;334877;1390;110;2390;494873;249138;153753;358438
8073;1040;Elsted Sogn;Aarhus;462478;229523;140366;385954;523702;258419;178802;426603;2160;140;3340;494873;249138;153753;358438
8074;250;Elev Sogn;Aarhus;450987;254480;226531;400741;520809;271320;235335;450424;760;40;1060;494873;249138;153753;358438
8075;90;Sjelle Sogn;Skanderborg;402161;211711;133420;344914;448962;240494;148328;382380;240;10;350;505963;245989;202197;414006
8076;70;Skjørring Sogn;Skanderborg;400375;211726;0;365739;498692;230929;0;432845;220;0;290;505963;245989;202197;414006
8077;230;Skivholme Sogn;Skanderborg;412974;222026;174159;358195;441094;228589;212023;376470;590;20;850;505963;245989;202197;414006
8078;660;Skovby Sogn;Skanderborg;435946;207851;223508;388223;483783;232695;228032;414856;1920;60;2640;505963;245989;202197;414006
8079;80;Borum Sogn;Aarhus;413782;235260;0;380096;493136;276069;0;441410;280;0;370;494873;249138;153753;358438
8081;250;Harlev Sogn;Aarhus;438777;206505;178500;374002;487425;263985;197430;410825;560;30;840;494873;249138;153753;358438
8082;960;Framlev Sogn;Aarhus;412035;216872;153373;332274;448867;239435;172675;362633;1550;80;2580;494873;249138;153753;358438
8083;120;Storring Sogn;Skanderborg;410235;217807;0;351740;475590;237153;0;398441;270;0;400;505963;245989;202197;414006
8084;200;Stjær Sogn;Skanderborg;438351;226030;225672;386807;523943;258489;196845;446557;530;10;740;505963;245989;202197;414006
8085;1280;Galten Sogn;Skanderborg;417421;209921;186297;343885;475246;242057;207872;384522;2170;80;3540;505963;245989;202197;414006
8087;3770;Odder Sogn;Odder;410643;225263;172786;322540;465753;239161;191048;366652;5420;320;9510;463520;240314;190837;369451
8088;90;Torrild Sogn;Odder;399343;193731;0;341911;418252;207354;0;360045;240;0;340;463520;240314;190837;369451
8089;510;Saksild Sogn;Odder;411900;212975;140550;324988;482065;276834;169108;386254;610;20;1130;463520;240314;190837;369451
8090;50;Nølev Sogn;Odder;431037;214848;0;371137;489425;291299;0;424245;110;0;160;463520;240314;190837;369451
8091;110;Randlev Sogn;Odder;408646;214183;202531;355870;441867;231996;185344;380891;300;10;420;463520;240314;190837;369451
8092;180;Bjerager Sogn;Odder;409009;204996;190474;348323;460684;234649;231363;381045;350;10;530;463520;240314;190837;369451
8093;310;Hundslund Sogn;Odder;400516;205869;227887;341873;442659;229508;214930;368064;620;20;940;463520;240314;190837;369451
8094;210;Ørting Sogn;Odder;391706;196941;117030;328712;452158;210378;159402;362438;400;20;640;463520;240314;190837;369451
8095;130;Falling Sogn;Odder;379790;210613;0;320726;413776;259288;0;353864;230;0;370;463520;240314;190837;369451
8096;110;Gosmer Sogn;Odder;407601;203162;171662;353755;490548;224601;199268;404411;240;10;360;463520;240314;190837;369451
8097;600;Halling Sogn;Odder;434462;219767;133448;313910;514905;241583;144922;380521;650;20;1260;463520;240314;190837;369451
8098;280;Gylling Sogn;Odder;383314;197950;155561;309498;421461;239729;184851;347416;460;20;760;463520;240314;190837;369451
8100;2280;Viby Sogn;Aarhus;396984;222159;138143;262569;440102;224638;149096;312312;3270;1330;6880;494873;249138;153753;358438
8101;1660;Fredens Sogn;Aarhus;464658;229254;141819;337696;582263;250594;160095;436080;3070;510;5230;494873;249138;153753;358438
8102;3110;Holme Sogn;Aarhus;429840;234731;144957;317373;500591;248770;163161;375683;3920;440;7470;494873;249138;153753;358438
8103;2800;Tranbjerg Sogn;Aarhus;416467;222655;172015;333625;464812;242325;182074;368917;4240;280;7310;494873;249138;153753;358438
8104;2740;Skåde Sogn;Aarhus;510922;244940;138833;376215;747742;344720;176537;568421;4440;470;7640;494873;249138;153753;358438
8105;1210;Mårslet Sogn;Aarhus;471335;239202;162163;396765;546994;265450;202397;450896;2570;90;3870;494873;249138;153753;358438
8106;560;Tiset Sogn;Aarhus;425628;219335;173224;360165;490368;235671;204850;402966;1250;80;1890;494873;249138;153753;358438
8107;1290;Ormslev Sogn;Aarhus;460697;238768;156546;381105;529239;264148;192088;431802;2620;160;4070;494873;249138;153753;358438
8108;1750;Kolt Sogn;Aarhus;408927;222225;152925;343146;454094;232348;178609;370994;3440;220;5420;494873;249138;153753;358438
8109;1360;Beder Sogn;Aarhus;455260;234798;182943;352512;537495;272965;204645;417268;1820;110;3290;494873;249138;153753;358438
8110;1440;Malling Sogn;Aarhus;434126;229333;162385;349994;520564;253955;188118;414234;2490;150;4070;494873;249138;153753;358438
8111;360;Astrup Sogn;Aarhus;437114;209488;172713;380379;477681;243055;184819;409098;990;40;1390;494873;249138;153753;358438
8113;90;Hvilsted Sogn;Aarhus;402074;194886;0;363655;424212;215516;0;356319;200;0;290;494873;249138;153753;358438
8114;1820;Aarhus Domsogn;Aarhus;395901;206112;137566;228515;500177;266797;150219;332331;6170;5030;13010;494873;249138;153753;358438
8115;2080;Vor Frue Sogn;Aarhus;366772;214509;143944;206874;414115;230765;154531;272786;6470;6990;15540;494873;249138;153753;358438
8116;2000;Sankt Markus Sogn;Aarhus;378246;227783;136859;238089;421489;241431;148857;289574;3320;2430;7740;494873;249138;153753;358438
8117;2570;Møllevang Sogn;Aarhus;367223;218817;137456;241611;398891;217805;156127;279316;3250;1870;7690;494873;249138;153753;358438
8118;1760;Sankt Pauls Sogn;Aarhus;416972;243288;139416;294223;551117;325722;156322;401413;4520;2220;8500;494873;249138;153753;358438
8119;1880;Langenæs Sogn;Aarhus;365883;225350;146996;243881;388384;230818;158985;280819;2630;1550;6050;494873;249138;153753;358438
8120;1970;Sankt Johannes Sogn;Aarhus;385931;225159;133781;234149;449537;259138;149714;307135;4780;3720;10460;494873;249138;153753;358438
8121;3380;Christians Sogn;Aarhus;381674;220134;133735;234068;409678;223308;147614;277313;5170;3870;12420;494873;249138;153753;358438
8122;2730;Åby Sogn;Aarhus;436304;225909;138395;304663;505971;238741;153011;369525;4910;1450;9080;494873;249138;153753;358438
8123;2260;Vejlby Sogn;Aarhus;403749;227440;120564;246730;515562;240489;143767;332940;2920;1710;6890;494873;249138;153753;358438
8124;1650;Risskov Sogn;Aarhus;599026;274497;166842;471144;988884;437156;234307;786846;3270;150;5080;494873;249138;153753;358438
8125;1900;Hasle Sogn;Aarhus;430225;211083;122562;252894;467461;226009;138763;319898;2450;1010;5360;494873;249138;153753;358438
8126;230;Skejby Sogn;Aarhus;419140;211350;133890;248172;445394;222845;152791;312988;360;170;760;494873;249138;153753;358438
8127;230;Lisbjerg Sogn;Aarhus;415924;225807;130881;323518;473695;219096;170101;371303;510;80;820;494873;249138;153753;358438
8128;1770;Brabrand Sogn;Aarhus;468733;236837;138760;378504;536410;270643;178681;428974;3180;240;5200;494873;249138;153753;358438
8129;300;Sønder Årslev Sogn;Aarhus;492035;212732;153320;369972;716679;276623;235347;520564;390;20;700;494873;249138;153753;358438
8130;2660;Tilst Sogn;Aarhus;381332;217052;139528;268408;410022;220973;157296;308727;3420;750;6830;494873;249138;153753;358438
8131;30;Kasted Sogn;Aarhus;440092;247919;0;400662;501761;261275;0;441296;100;0;130;494873;249138;153753;358438
8132;1940;Sankt Lukas Sogn;Aarhus;391258;230245;144479;265992;482162;259212;158954;344500;4440;2400;8770;494873;249138;153753;358438
8133;70;Støvring Sogn;Randers;382925;195355;0;314725;405098;213813;0;337115;140;0;220;436687;225916;172666;339199
8134;170;Mellerup Sogn;Randers;379574;202675;0;302072;431084;227024;0;338176;220;0;400;436687;225916;172666;339199
8135;330;Haslund Sogn;Randers;398514;203705;189632;338057;460645;236753;198771;378943;650;40;1010;436687;225916;172666;339199
8136;80;Ølst Sogn;Randers;393930;189007;0;342469;510319;231392;0;416163;180;0;270;436687;225916;172666;339199
8137;100;Værum Sogn;Randers;386443;195459;0;312828;399512;211400;0;328055;180;0;290;436687;225916;172666;339199
8138;90;Ørum Sogn;Randers;375011;207895;176954;330390;420196;223522;161293;362971;260;10;360;436687;225916;172666;339199
8139;260;Laurbjerg Sogn;Favrskov;397305;200332;185604;330348;423658;220744;220609;347458;460;20;740;471283;231773;194058;385189
8142;60;Vissing Sogn;Favrskov;369105;200221;0;332274;381900;241148;0;337015;150;0;220;471283;231773;194058;385189
8143;200;Voldum Sogn;Favrskov;402507;208876;235887;337175;484502;221988;246355;396575;430;20;650;471283;231773;194058;385189
8144;60;Rud Sogn;Favrskov;394285;222357;0;355627;456506;212988;0;386101;160;0;220;471283;231773;194058;385189
8146;1850;Vorup Sogn;Randers;398428;210856;166170;321959;430759;228458;178105;346305;2980;200;5040;436687;225916;172666;339199
8147;240;Ødum Sogn;Favrskov;401644;203159;184659;358617;447642;220083;209036;382770;670;30;930;471283;231773;194058;385189
8148;100;Hadbjerg Sogn;Favrskov;454309;204374;196097;415395;514612;234088;211561;460126;510;20;630;471283;231773;194058;385189
8150;50;Svenstrup Sogn;Mariagerfjord;394342;194524;0;342926;417985;221068;0;366259;150;0;200;438794;225281;183714;344108
8151;270;Asferg Sogn;Randers;376373;208763;0;306567;421994;214686;0;341741;430;0;710;436687;225916;172666;339199
8152;300;Fårup Sogn;Randers;387409;211027;211208;316681;431013;216421;251272;344216;470;30;790;436687;225916;172666;339199
8154;140;Råsted Sogn;Randers;380594;198206;0;321992;430990;217146;0;351443;260;0;410;436687;225916;172666;339199
8155;680;Spentrup Sogn;Randers;395984;209419;205916;336141;441904;230340;211078;361358;1170;40;1880;436687;225916;172666;339199
8156;210;Gassum Sogn;Randers;360606;194508;192986;312643;399895;210903;201675;335094;430;20;660;436687;225916;172666;339199
8157;160;Hald Sogn;Randers;391961;204170;134649;325319;439640;220166;158875;357559;290;10;450;436687;225916;172666;339199
8159;280;Fjellerup Sogn;Norddjurs;358310;201405;0;253536;410392;215209;0;308412;270;0;550;414798;223642;148910;321934
8160;380;Glesborg Sogn;Norddjurs;378158;219857;233004;264377;408491;226497;209649;310455;340;20;730;414798;223642;148910;321934
8161;390;Ørum Sogn;Norddjurs;395119;205402;213131;301327;415293;217330;198199;327564;530;20;940;414798;223642;148910;321934
8162;130;Ginnerup Sogn;Norddjurs;373976;197556;0;292686;386657;200034;0;321386;250;0;380;414798;223642;148910;321934
8166;680;Ålsø Sogn;Norddjurs;388446;222805;135824;296636;434713;243656;175060;336952;720;50;1440;414798;223642;148910;321934
8168;30;Vejlby Sogn;Norddjurs;362835;216948;0;328125;443782;212975;0;396243;120;0;140;414798;223642;148910;321934
8169;60;Homå Sogn;Norddjurs;392661;176160;0;318682;443189;183924;0;363954;130;0;190;414798;223642;148910;321934
8170;430;Lyngby Sogn;Norddjurs;370508;199867;171766;290910;404743;211858;168229;323731;660;30;1120;414798;223642;148910;321934
8171;70;Albøge Sogn;Norddjurs;394370;194851;0;291155;441180;207153;0;360471;140;0;210;414798;223642;148910;321934
8172;100;Hyllested Sogn;Syddjurs;387006;204359;0;304431;445858;223169;0;356027;170;0;280;450693;240592;186243;358942
8173;270;Rosmus Sogn;Syddjurs;376634;200382;158700;293535;441109;221867;164351;346752;370;10;650;450693;240592;186243;358942
8174;200;Tirstrup Sogn;Syddjurs;371555;197419;113415;290968;396178;215007;151389;314141;320;40;550;450693;240592;186243;358942
8175;120;Fuglslev Sogn;Syddjurs;377266;198158;0;248685;402331;220520;0;309778;120;0;240;450693;240592;186243;358942
8176;220;Feldballe Sogn;Syddjurs;376010;207815;122237;311129;402128;226544;167731;341319;460;20;700;450693;240592;186243;358942
8177;170;Nødager Sogn;Syddjurs;373065;191290;239108;291407;398710;200390;200169;326913;320;10;500;450693;240592;186243;358942
8178;570;Kolind Sogn;Syddjurs;398618;210869;207666;312449;426031;222144;201890;338314;830;50;1450;450693;240592;186243;358942
8180;80;Skarresø Sogn;Syddjurs;390494;193303;0;315440;486664;206940;0;385002;160;0;250;450693;240592;186243;358942
8181;3070;Sankt Mortens Sogn;Randers;347973;221991;146010;244706;381877;224859;156032;282311;2990;960;7020;436687;225916;172666;339199
8182;2740;Sankt Peders Sogn;Randers;353507;209080;160750;249450;371614;214015;164203;280570;3100;860;6690;436687;225916;172666;339199
8183;3040;Sankt Clemens Sogn;Randers;379886;215180;149478;268473;427087;232192;159849;322310;3440;540;7020;436687;225916;172666;339199
8184;1360;Dronningborg Sogn;Randers;406398;223537;184456;300823;457687;235346;188226;349690;1570;90;3010;436687;225916;172666;339199
8185;140;Glenstrup Sogn;Mariagerfjord;375812;194976;184629;322451;397790;224784;201625;338464;310;20;470;438794;225281;183714;344108
8186;60;Skjellerup Sogn;Mariagerfjord;374533;201216;0;327939;431015;207682;0;370057;180;0;250;438794;225281;183714;344108
8187;80;Tvede Sogn;Randers;381579;185102;0;289365;395382;192870;0;309455;110;0;200;436687;225916;172666;339199
8188;230;Linde Sogn;Randers;389688;192033;252830;324111;418181;210398;252698;340422;400;10;640;436687;225916;172666;339199
8189;420;Udbyneder Sogn;Randers;359616;195808;243398;284752;395577;206944;244461;312513;560;30;1010;436687;225916;172666;339199
8190;50;Kastbjerg Sogn;Randers;355600;194105;0;306278;379800;205104;0;318105;100;0;160;436687;225916;172666;339199
8192;90;Dalbyover Sogn;Randers;350245;195459;148321;272329;363611;197825;210117;292734;130;10;230;436687;225916;172666;339199
8193;140;Råby Sogn;Randers;352176;197847;136751;270300;370694;204790;167815;297061;200;10;350;436687;225916;172666;339199
8194;120;Sødring Sogn;Randers;354933;183452;0;266604;368881;196473;0;288369;150;0;280;436687;225916;172666;339199
8195;340;Øster Tørslev Sogn;Randers;379140;207073;187467;303707;430765;219086;207249;341143;480;20;840;436687;225916;172666;339199
8196;310;Gjerlev Sogn;Randers;377180;194000;164333;279035;393066;204079;195787;303285;360;20;690;436687;225916;172666;339199
8197;60;Enslev Sogn;Randers;370230;185987;0;335589;393823;204422;0;335253;150;0;220;436687;225916;172666;339199
8198;3590;Hobro Sogn;Mariagerfjord;391376;212244;154832;287661;447787;224177;167404;334118;4060;400;8050;438794;225281;183714;344108
8199;1190;Mariager Sogn;Mariagerfjord;399774;222780;188401;294283;458267;236766;170418;346712;1290;70;2550;438794;225281;183714;344108
8202;60;Hem Sogn;Mariagerfjord;371887;199869;0;333297;456958;215960;0;378308;140;0;210;438794;225281;183714;344108
8204;190;Sønder Onsild Sogn;Mariagerfjord;394853;208482;143434;334463;446505;221787;169980;364351;410;30;640;438794;225281;183714;344108
8205;40;Nørre Onsild Sogn;Mariagerfjord;376404;190061;0;327557;448096;190763;0;371107;110;0;160;438794;225281;183714;344108
8206;140;Hvornum Sogn;Mariagerfjord;379522;196812;191737;327620;412727;211954;187148;347442;320;20;470;438794;225281;183714;344108
8207;70;Snæbum Sogn;Mariagerfjord;389114;202480;222946;333432;461958;226519;209884;381260;150;10;220;438794;225281;183714;344108
8208;100;Borup Sogn;Randers;387422;195635;229495;338145;451085;242194;293188;377473;190;10;300;436687;225916;172666;339199
8209;150;Gimming Sogn;Randers;429046;209612;172175;392416;493833;242588;181856;433223;540;20;700;436687;225916;172666;339199
8210;60;Lem Sogn;Randers;392382;209438;0;337377;420689;218222;0;351177;130;0;200;436687;225916;172666;339199
8211;410;Harridslev Sogn;Randers;407858;217449;202776;327306;456647;229353;210391;363724;630;30;1060;436687;225916;172666;339199
8212;100;Albæk Sogn;Randers;410216;195713;0;349824;495063;212901;0;397484;200;0;300;436687;225916;172666;339199
8213;2520;Kristrup Sogn;Randers;405723;213660;155792;324301;457174;225722;171650;359712;4050;310;6880;436687;225916;172666;339199
8214;230;Virring Sogn;Randers;375075;196300;180395;328356;408111;216968;218009;341830;480;20;740;436687;225916;172666;339199
8215;940;Essenbæk Sogn;Randers;420581;215094;227414;353835;520033;243237;228645;414876;1640;60;2640;436687;225916;172666;339199
8216;110;Hørning Sogn;Randers;401339;198954;0;332888;432024;215602;0;363459;260;0;380;436687;225916;172666;339199
8217;130;Fausing Sogn;Norddjurs;378436;193610;148564;313738;427359;213069;172668;349507;280;20;430;414798;223642;148910;321934
8218;890;Auning Sogn;Norddjurs;384231;204983;156632;308416;423531;220472;188758;338998;1350;60;2290;414798;223642;148910;321934
8219;890;Marie Magdalene Sogn;Syddjurs;391143;211864;160692;313947;425677;230091;183985;349522;1560;70;2520;450693;240592;186243;358942
8220;120;Koed Sogn;Syddjurs;384491;201153;0;307190;411943;220544;0;337397;200;0;330;450693;240592;186243;358942
8221;120;Øster Alling Sogn;Norddjurs;395562;215961;225192;327498;410811;228914;251868;350951;250;10;380;414798;223642;148910;321934
8223;140;Hvilsager Sogn;Syddjurs;382861;195989;186564;330252;416983;208267;182669;348505;310;10;460;450693;240592;186243;358942
8224;140;Lime Sogn;Syddjurs;391181;205441;154390;318878;405579;207276;182095;329545;250;20;410;450693;240592;186243;358942
8226;70;Krogsbæk Sogn;Syddjurs;418991;201234;205417;352040;485631;220826;219121;398334;170;10;260;450693;240592;186243;358942
8227;70;Skørring Sogn;Syddjurs;398722;194677;0;329296;429583;221610;0;350667;120;0;190;450693;240592;186243;358942
8228;70;Søby Sogn;Syddjurs;386738;203045;0;335065;421092;203118;0;361554;180;0;250;450693;240592;186243;358942
8229;50;Skader Sogn;Syddjurs;362095;208891;0;321906;412281;227114;0;351967;100;0;150;450693;240592;186243;358942
8230;40;Halling Sogn;Syddjurs;370949;213502;0;337453;430733;230397;0;376975;120;0;160;450693;240592;186243;358942
8231;4690;Grenaa Sogn;Norddjurs;380305;212268;93406;269191;411855;228580;128658;306846;4980;880;10540;414798;223642;148910;321934
8232;60;Hammelev Sogn;Norddjurs;388170;200192;0;325867;514110;228399;0;421372;140;0;200;414798;223642;148910;321934
8233;50;Enslev Sogn;Norddjurs;394868;212681;0;329584;467812;232971;0;387002;110;0;170;414798;223642;148910;321934
8235;160;Voldby Sogn;Norddjurs;372038;204364;232159;317695;404427;211977;221740;336090;310;10;480;414798;223642;148910;321934
8238;200;Gjerrild Sogn;Norddjurs;400072;199540;86815;286728;432229;230352;127306;334225;250;20;470;414798;223642;148910;321934
8239;400;Hemmed Sogn;Norddjurs;387446;199753;210558;260591;412842;212079;211728;303849;350;20;770;414798;223642;148910;321934
8240;100;Rimsø Sogn;Norddjurs;369078;197424;0;272600;379217;214119;0;299681;110;0;210;414798;223642;148910;321934
8241;90;Kastbjerg Sogn;Norddjurs;362228;187141;0;242436;426948;206888;0;311485;90;0;190;414798;223642;148910;321934
8242;510;Thorsager Sogn;Syddjurs;397757;202687;208661;330221;436654;217584;230622;353373;910;60;1480;450693;240592;186243;358942
8243;1490;Bregnet Sogn;Syddjurs;439972;218390;142188;340386;521889;256307;167509;405654;2130;110;3720;450693;240592;186243;358942
8244;540;Mørke Sogn;Syddjurs;379497;203377;152435;312885;413110;215469;182478;336763;950;40;1540;450693;240592;186243;358942
8245;1750;Hornslet Sogn;Syddjurs;414836;213040;156821;339923;473917;229330;174266;376491;2970;160;4880;450693;240592;186243;358942
8246;1940;Skødstrup Sogn;Aarhus;450021;231703;151451;376408;521863;262765;188249;428560;4230;300;6480;494873;249138;153753;358438
8247;290;Todbjerg Sogn;Aarhus;398609;217235;167111;348219;460529;237422;194549;390819;710;30;1030;494873;249138;153753;358438
8248;120;Mejlby Sogn;Aarhus;396199;207374;232682;349237;467762;262364;193537;402752;290;10;420;494873;249138;153753;358438
8249;920;Hjortshøj Sogn;Aarhus;435655;238145;147149;358336;472860;256509;185185;386644;1660;120;2690;494873;249138;153753;358438
8250;1490;Egå Sogn;Aarhus;468529;233713;150418;357879;579808;283566;189324;447939;2180;170;3840;494873;249138;153753;358438
8253;270;Tved Sogn;Syddjurs;386306;205703;230506;300602;430856;237267;256178;343748;350;10;630;450693;240592;186243;358942
8254;150;Agri Sogn;Syddjurs;400883;207961;106484;325181;452224;243939;168298;364815;220;10;380;450693;240592;186243;358942
8256;300;Knebel Sogn;Syddjurs;394841;223465;0;281713;440625;233463;0;339070;330;0;640;450693;240592;186243;358942
8257;150;Rolsø Sogn;Syddjurs;402701;206113;0;312667;431443;234093;0;347920;220;0;380;450693;240592;186243;358942
8258;180;Vistoft Sogn;Syddjurs;393439;199396;0;293120;463624;473622;0;465479;210;0;400;450693;240592;186243;358942
8259;190;Helgenæs Sogn;Syddjurs;388428;226425;0;291051;437758;246937;0;343202;200;0;400;450693;240592;186243;358942
8260;120;Holbæk Sogn;Norddjurs;369091;197302;0;271854;394639;197274;0;309651;160;0;290;414798;223642;148910;321934
8261;90;Udby Sogn;Norddjurs;351274;188954;0;278152;390546;197131;0;299651;100;0;180;414798;223642;148910;321934
8262;70;Voer Sogn;Norddjurs;345759;195452;0;293720;423049;218227;0;336307;100;0;170;414798;223642;148910;321934
8263;120;Estruplund Sogn;Norddjurs;384402;207435;0;277292;457409;223181;0;330814;110;0;230;414798;223642;148910;321934
8264;690;Ørsted Sogn;Norddjurs;377499;219707;157609;290749;407160;223727;172103;320332;830;40;1550;414798;223642;148910;321934
8265;340;Vivild Sogn;Norddjurs;388510;210019;134097;301339;419599;229035;165535;334956;470;20;830;414798;223642;148910;321934
8266;570;Vejlby Sogn;Norddjurs;374754;214474;202198;291074;395885;220071;208286;320363;830;50;1450;414798;223642;148910;321934
8267;150;Gjesing Sogn;Norddjurs;355968;199477;148442;287809;375335;203198;153844;312610;300;10;470;414798;223642;148910;321934
8268;200;Nørager Sogn;Norddjurs;359440;204652;215055;281814;430388;243668;165786;356205;320;10;530;414798;223642;148910;321934
8269;2790;Aars Sogn;Vesthimmerlands;391281;212017;174815;304046;442920;224311;183134;344041;3710;210;6710;424738;218286;194796;332447
8270;120;Havbro Sogn;Vesthimmerlands;380904;184048;204919;336180;406698;212950;199071;345856;290;20;420;424738;218286;194796;332447
8271;170;Vester Hornum Sogn;Vesthimmerlands;370734;195459;166084;308414;457623;204124;173218;360292;320;30;510;424738;218286;194796;332447
8272;110;Flejsborg Sogn;Vesthimmerlands;346374;208168;0;273093;431216;206961;0;329783;130;0;240;424738;218286;194796;332447
8273;380;Ulstrup Sogn;Vesthimmerlands;360404;202079;164907;298708;389921;211289;174622;321459;690;40;1110;424738;218286;194796;332447
8274;80;Gundersted Sogn;Vesthimmerlands;352233;191967;0;306351;479899;224769;0;394293;150;0;230;424738;218286;194796;332447
8275;80;Blære Sogn;Vesthimmerlands;376375;198827;0;332144;417324;210486;0;360759;230;0;320;424738;218286;194796;332447
8276;50;Ejdrup Sogn;Aalborg;379470;208640;0;332664;567199;236175;0;464065;110;0;160;461505;234602;150339;337499
8277;160;Skivum Sogn;Vesthimmerlands;381844;197937;202942;313961;429671;211637;228841;343642;280;20;470;424738;218286;194796;332447
8279;80;Brorstrup Sogn;Rebild;377615;188733;0;339978;486984;194562;0;408851;230;0;310;472137;237648;215781;385724
8280;200;Ravnkilde Sogn;Rebild;387749;201417;203893;336510;411258;223904;232265;352526;460;20;670;472137;237648;215781;385724
8281;240;Strandby Sogn;Vesthimmerlands;353891;191405;177088;270366;395122;202245;173823;308069;330;20;590;424738;218286;194796;332447
8282;1350;Farsø Sogn;Vesthimmerlands;370800;204802;187676;288186;422442;214706;189885;325545;1640;70;3050;424738;218286;194796;332447
8283;50;Ullits Sogn;Vesthimmerlands;341825;205468;0;295142;335136;215239;0;294845;120;0;180;424738;218286;194796;332447
8284;100;Fovlum Sogn;Vesthimmerlands;362393;190575;0;308632;394056;198124;0;326112;190;0;300;424738;218286;194796;332447
8285;380;Louns Sogn;Vesthimmerlands;376470;211498;0;251954;400531;227357;0;298124;270;0;660;424738;218286;194796;332447
8287;40;Gislum Sogn;Vesthimmerlands;381751;220364;0;351238;481045;222564;0;426005;170;0;220;424738;218286;194796;332447
8288;200;Vognsild Sogn;Vesthimmerlands;367599;198397;157213;311266;398452;208848;195993;333357;410;10;630;424738;218286;194796;332447
8290;30;Binderup Sogn;Rebild;358161;212132;0;334233;400954;212739;0;357502;130;0;170;472137;237648;215781;385724
8291;410;Durup Sogn;Rebild;377380;199303;181374;294310;432931;215734;190658;333510;520;30;950;472137;237648;215781;385724
8292;180;Rørbæk Sogn;Rebild;368195;224855;219627;298484;533318;222119;255191;396693;240;10;420;472137;237648;215781;385724
8293;50;Grynderup Sogn;Rebild;398853;213418;0;338593;525381;211992;0;420887;100;0;150;472137;237648;215781;385724
8294;80;Skibsted Sogn;Rebild;358060;204066;0;300981;402197;209811;0;331541;150;0;240;472137;237648;215781;385724
8296;70;Store Brøndum Sogn;Rebild;372544;192246;0;315006;396106;202389;0;337640;190;0;270;472137;237648;215781;385724
8298;60;Torup Sogn;Rebild;368688;244484;0;331014;462715;293393;0;395258;110;0;170;472137;237648;215781;385724
8300;210;Blenstrup Sogn;Rebild;395437;195071;194460;333863;462346;212857;220311;370337;390;20;630;472137;237648;215781;385724
8301;1050;Skørping Sogn;Rebild;459167;225646;199220;366511;537190;255535;235278;421206;1610;70;2730;472137;237648;215781;385724
8302;70;Fræer Sogn;Rebild;404929;209026;0;367813;456236;395191;0;433453;160;0;230;472137;237648;215781;385724
8303;510;Als Sogn;Mariagerfjord;385707;203890;183800;291897;411377;219027;201434;320163;600;30;1130;438794;225281;183714;344108
8304;310;Skelund Sogn;Mariagerfjord;363775;195459;199189;285726;396238;201460;196383;316679;480;20;810;438794;225281;183714;344108
8305;220;Visborg Sogn;Mariagerfjord;373264;205709;123848;306800;456153;210163;160577;363408;420;20;660;438794;225281;183714;344108
8308;150;Rostrup Sogn;Mariagerfjord;358490;197339;213947;305410;410206;215779;200650;347321;340;10;490;438794;225281;183714;344108
8309;220;Oue Sogn;Mariagerfjord;376280;191491;143338;297261;415575;206434;179286;331862;350;10;580;438794;225281;183714;344108
8310;240;Valsgaard Sogn;Mariagerfjord;396672;199293;181472;356089;491870;216794;211092;418154;740;30;1010;438794;225281;183714;344108
8311;250;Astrup Sogn;Mariagerfjord;374737;205768;185179;314873;403741;215786;207153;333507;480;40;770;438794;225281;183714;344108
8313;90;Rold Sogn;Mariagerfjord;379370;198337;99540;335547;420747;283771;155783;373438;220;10;320;438794;225281;183714;344108
8314;260;Vebbestrup Sogn;Mariagerfjord;378727;200448;206310;320144;429714;205201;214027;355450;590;30;890;438794;225281;183714;344108
8315;90;Øls Sogn;Mariagerfjord;417865;182216;0;377719;472864;724123;0;530562;240;0;340;438794;225281;183714;344108
8316;340;Hørby Sogn;Mariagerfjord;417432;190375;168147;363816;509151;225506;186657;417571;820;40;1210;438794;225281;183714;344108
8317;110;Døstrup Sogn;Mariagerfjord;374140;197946;161628;321339;410502;214059;187545;346751;260;20;380;438794;225281;183714;344108
8318;330;Gunderup Sogn;Aalborg;400041;204963;190753;342430;459069;227461;229403;381471;760;50;1140;461505;234602;150339;337499
