SOGNEKODE;ANTAL.IKKEBESK;SOGNENAVN;KOMNAVN;INDKOMST.BESK;INDKOMST.IKKEBESK;INDKOMST.STUD;INDKOMST.ALLE;INDKOMST.GNS.BESK;INDKOMST.GNS.IKKEBESK;INDKOMST.GNS.STUD;INDKOMST.GNS.ALLE;ANTAL.BESK;ANTAL.STUD;ANTAL.ALLE;KOM.INDKOMST.GNS.BESK;KOM.INDKOMST.GNS.IKKEBESK;KOM.INDKOMST.GNS.STUD;KOM.INDKOMST.GNS.ALLE
8319;550;Nøvling Sogn;Aalborg;425157;204313;161265;358696;458062;225673;183428;373519;1060;50;1660;461505;234602;150339;337499
8323;70;Lillevorde Sogn;Aalborg;415184;208661;0;361732;450728;232156;0;383352;180;0;250;461505;234602;150339;337499
8324;890;Mou Sogn;Aalborg;380840;205705;171148;282580;403659;221895;185566;312057;980;70;1940;461505;234602;150339;337499
8325;780;Storvorde Sogn;Aalborg;426579;213308;187761;348580;462951;232323;205909;370879;1280;60;2120;461505;234602;150339;337499
8326;160;Sejlflod Sogn;Aalborg;407892;189488;179218;327329;444393;214886;184837;351451;280;20;470;461505;234602;150339;337499
8327;1400;Nibe Sogn;Aalborg;415244;213061;187066;309839;461949;232104;202538;347556;1520;90;3010;461505;234602;150339;337499
8328;230;Vokslev Sogn;Aalborg;451788;211556;222872;417919;531333;265783;227971;474334;920;20;1160;461505;234602;150339;337499
8329;330;Sønderholm Sogn;Aalborg;406057;204630;167788;353048;473113;224805;172910;394301;850;50;1230;461505;234602;150339;337499
8330;620;Frejlev Sogn;Aalborg;451331;210081;220341;396099;536740;243148;205450;449691;1580;40;2240;461505;234602;150339;337499
8331;260;Nørholm Sogn;Aalborg;419518;200141;233133;325225;466997;233528;260221;368078;370;10;650;461505;234602;150339;337499
8332;150;Ellidshøj Sogn;Aalborg;397090;194495;190422;342339;441081;214060;208704;368742;360;20;530;461505;234602;150339;337499
8333;1550;Svenstrup Sogn;Aalborg;422855;218924;157267;338283;464908;234133;176322;364092;2280;150;3980;461505;234602;150339;337499
8334;360;Øster Hornum Sogn;Rebild;413040;217286;238183;365640;501335;247277;239682;427664;990;40;1390;472137;237648;215781;385724
8335;1990;Buderup Sogn;Rebild;437313;212424;204793;364572;495451;244758;215454;405445;3910;170;6070;472137;237648;215781;385724
8336;60;Gravlev Sogn;Rebild;411300;231603;180969;351646;605120;238986;191748;509951;220;10;290;472137;237648;215781;385724
8337;120;Aarestrup Sogn;Rebild;383719;196317;0;327952;529916;200449;0;425978;270;0;400;472137;237648;215781;385724
8338;210;Haverslev Sogn;Rebild;395918;214660;236842;323013;416317;214787;227770;345340;420;30;660;472137;237648;215781;385724
8339;140;Sønderup Sogn;Rebild;381072;209094;215275;316813;441897;221156;198764;367095;320;20;470;472137;237648;215781;385724
8340;440;Suldrup Sogn;Rebild;387362;203969;193216;304337;413832;212391;204093;330197;670;30;1140;472137;237648;215781;385724
8341;140;Veggerby Sogn;Rebild;378413;188587;200472;327526;433765;217572;198234;368697;360;10;510;472137;237648;215781;385724
8342;150;Bislev Sogn;Aalborg;394651;193891;203185;320838;433329;214505;217962;353138;300;30;470;461505;234602;150339;337499
8343;490;Sønder Kongerslev Sogn;Aalborg;387213;205842;148024;293217;429703;217440;168127;325970;570;40;1100;461505;234602;150339;337499
8344;130;Nørre Kongerslev Sogn;Aalborg;388173;193532;167131;302003;417273;208716;207904;326816;200;20;350;461505;234602;150339;337499
8346;300;Bælum Sogn;Rebild;383681;204129;217289;311723;417660;316633;251110;372544;440;30;770;472137;237648;215781;385724
8347;140;Solbjerg Sogn;Rebild;362581;203287;118180;300606;376280;226085;166552;316144;240;10;400;472137;237648;215781;385724
8348;1490;Løgstør Sogn;Vesthimmerlands;361968;218200;202620;266728;400983;231662;197598;304355;1230;100;2830;424738;218286;194796;332447
8349;140;Løgsted Sogn;Vesthimmerlands;419361;204937;0;369673;493238;226700;0;408282;320;0;460;424738;218286;194796;332447
8350;430;Ranum Sogn;Vesthimmerlands;358865;203736;199549;272025;384700;215049;207932;302192;490;30;940;424738;218286;194796;332447
8352;350;Overlade Sogn;Vesthimmerlands;358514;191260;179856;272966;458629;202279;172195;335578;390;10;760;424738;218286;194796;332447
8354;110;Vilsted Sogn;Vesthimmerlands;368656;195459;0;294654;427673;209217;0;334665;160;0;280;424738;218286;194796;332447
8355;120;Vindblæs Sogn;Vesthimmerlands;362359;203891;260927;292778;442195;207261;238610;350832;190;10;320;424738;218286;194796;332447
8356;240;Sebber Sogn;Aalborg;399650;205229;145462;327340;430408;237288;174350;346225;340;10;600;461505;234602;150339;337499
8358;80;Næsborg Sogn;Vesthimmerlands;402992;201494;0;330658;455633;213813;0;364373;150;0;240;424738;218286;194796;332447
8359;120;Kornum Sogn;Vesthimmerlands;373549;196008;0;285622;472058;220945;0;348456;120;0;240;424738;218286;194796;332447
8360;110;Salling Sogn;Vesthimmerlands;365151;195613;164675;300106;389343;212143;219357;317979;180;10;300;424738;218286;194796;332447
8362;260;Farstrup Sogn;Aalborg;373852;191394;174336;292864;401108;208174;174897;326130;430;20;700;461505;234602;150339;337499
8364;1300;Budolfi Sogn;Aalborg;369611;216096;136578;217127;459160;243032;144908;295377;2670;2460;6430;461505;234602;150339;337499
8365;1790;Ansgars Sogn;Aalborg;412467;224272;137142;262497;463156;238019;149099;323016;3190;1700;6680;461505;234602;150339;337499
8366;1220;Vor Frelsers Sogn;Aalborg;337466;211218;140807;216743;354318;221626;149361;251433;2540;2210;5970;461505;234602;150339;337499
8367;1370;Vesterkær Sogn;Aalborg;366818;222035;145381;248083;400575;223189;157825;289667;1340;440;3150;461505;234602;150339;337499
8368;1540;Vor Frue Sogn;Aalborg;362692;216526;135282;209493;395023;219077;144994;254636;2320;2470;6330;461505;234602;150339;337499
8369;2160;Sankt Markus Sogn;Aalborg;351362;210801;134712;213227;400986;221294;146684;263021;3660;3570;9390;461505;234602;150339;337499
8370;2830;Sønder Tranders Sogn;Aalborg;437045;226093;115559;324357;502088;244322;141055;366500;5120;1540;9500;461505;234602;150339;337499
8371;3690;Nørre Tranders Sogn;Aalborg;375295;215209;116218;253895;396893;219658;140031;284047;4150;1610;9440;461505;234602;150339;337499
8372;3380;Vejgaard Sogn;Aalborg;410278;214470;119426;287566;447279;222904;140815;323552;4910;1460;9750;461505;234602;150339;337499
8373;2800;Hans Egedes Sogn;Aalborg;377883;212381;117128;226027;402139;220109;132116;262331;3170;2500;8480;461505;234602;150339;337499
8374;3130;Hasseris Sogn;Aalborg;516354;248808;146282;409631;732862;333629;214419;570845;5110;240;8480;461505;234602;150339;337499
8375;2540;Nørresundby Sogn;Aalborg;383519;214654;142113;263527;423755;233521;154070;310864;3240;1080;6860;461505;234602;150339;337499
8376;1820;Hvorup Sogn;Aalborg;393603;214745;162179;299101;425944;225394;183379;327514;2270;260;4340;461505;234602;150339;337499
8377;3320;Lindholm Sogn;Aalborg;380039;207947;143299;263909;409267;216992;159404;299746;3730;950;8000;461505;234602;150339;337499
8378;800;Vadum Sogn;Aalborg;406897;221090;198025;331193;452590;234006;262096;364348;1260;70;2130;461505;234602;150339;337499
8379;1740;Aaby Sogn;Jammerbugt;417182;217165;217117;338900;468812;241099;213046;374813;2670;110;4520;422308;225394;191426;334197
8380;820;Biersted Sogn;Jammerbugt;398216;208426;189803;341946;436095;230149;197131;363530;1670;70;2550;422308;225394;191426;334197
8381;1160;Sulsted Sogn;Aalborg;410182;215149;182728;348471;461215;238277;207951;375474;2070;110;3340;461505;234602;150339;337499
8382;610;Ajstrup Sogn;Aalborg;387214;200748;189301;307761;412025;213652;198859;327582;920;60;1590;461505;234602;150339;337499
8383;300;Horsens Sogn;Aalborg;382298;221069;222385;332803;417691;225406;211180;347964;590;30;930;461505;234602;150339;337499
8384;270;Hammer Sogn;Aalborg;413163;211180;164642;347715;465449;234645;184691;381142;540;30;830;461505;234602;150339;337499
8385;820;Vester Hassing Sogn;Aalborg;411938;219033;162240;347718;469134;240041;192847;383166;1500;60;2380;461505;234602;150339;337499
8386;390;Ulsted Sogn;Aalborg;369094;194334;232078;295131;404092;209594;234616;327142;640;40;1060;461505;234602;150339;337499
8387;1530;Hals Sogn;Aalborg;395762;201218;178139;260684;428509;218493;185061;308289;1190;50;2760;461505;234602;150339;337499
8388;170;Ferslev Sogn;Aalborg;407890;210488;203745;369093;443310;220080;179404;381155;490;10;670;461505;234602;150339;337499
8389;340;Dall Sogn;Aalborg;400496;198460;157880;341066;444394;236699;200312;360318;560;30;930;461505;234602;150339;337499
8390;40;Volsted Sogn;Aalborg;409971;190124;0;359928;520183;203110;0;421312;110;0;150;461505;234602;150339;337499
8392;240;Tranum Sogn;Jammerbugt;380971;193123;191508;264332;417042;211492;178827;317829;290;20;560;422308;225394;191426;334197
8393;1130;Brovst Sogn;Jammerbugt;372648;207007;183086;270420;406648;216675;203724;307368;1120;90;2340;422308;225394;191426;334197
8394;150;Øland Sogn;Jammerbugt;372751;210001;195637;303921;394491;227549;223602;326920;240;10;410;422308;225394;191426;334197
8395;240;Torslev Sogn;Jammerbugt;350108;192450;211345;272867;367570;204066;214023;303350;400;20;650;422308;225394;191426;334197
8396;190;Øster Svenstrup Sogn;Jammerbugt;362676;207307;159096;281554;384526;217425;170620;315521;310;20;520;422308;225394;191426;334197
8397;140;Haverslev Sogn;Jammerbugt;360208;193326;0;289432;397522;204676;0;328104;270;0;420;422308;225394;191426;334197
8398;50;Skræm Sogn;Jammerbugt;383097;199368;0;344469;458088;233775;0;393857;150;0;200;422308;225394;191426;334197
8399;140;Aggersborg Sogn;Vesthimmerlands;343183;194134;0;278400;633639;208857;0;445555;180;0;330;424738;218286;194796;332447
8400;70;Bejstrup Sogn;Jammerbugt;367610;191235;0;314509;381515;194954;0;318325;150;0;230;422308;225394;191426;334197
8401;350;Vedsted Sogn;Jammerbugt;379906;202197;185664;306235;408761;220056;183901;331580;550;30;930;422308;225394;191426;334197
8402;4460;Brønderslev Sogn;Brønderslev;387206;213109;153371;287240;428058;223209;172119;322517;4830;440;9730;435321;220278;183209;340627
8403;210;Serritslev Sogn;Brønderslev;381998;202652;188398;318640;423090;211319;181611;341595;370;20;600;435321;220278;183209;340627
8404;360;Vrejlev Sogn;Hjørring;368405;199201;151042;311381;406310;213797;172342;335862;720;40;1130;436380;228969;182087;339792
8405;70;Hæstrup Sogn;Hjørring;374154;201765;0;326452;411077;204921;0;346752;180;0;260;436380;228969;182087;339792
8406;210;Børglum Sogn;Hjørring;353042;193303;170881;276924;361770;200694;173220;295284;330;20;560;436380;228969;182087;339792
8407;710;Løkken-Furreby Sogn;Hjørring;392379;217072;179623;280061;457373;242638;177580;343073;660;30;1390;436380;228969;182087;339792
8410;230;Vrensted Sogn;Hjørring;359468;201146;174008;264863;402099;212301;326895;310134;240;10;480;436380;228969;182087;339792
8411;220;Tise Sogn;Brønderslev;383118;203581;181326;314547;431171;218388;192779;349686;400;20;650;435321;220278;183209;340627
8412;70;Tolstrup Sogn;Brønderslev;371352;183451;0;317782;461994;192907;0;378163;160;0;240;435321;220278;183209;340627
8413;90;Stenum Sogn;Brønderslev;370660;216057;157731;311297;414144;221734;164398;340908;180;10;280;435321;220278;183209;340627
8414;890;Vrå Sogn;Hjørring;386966;209095;180358;294963;419897;218180;187724;323662;1100;90;2080;436380;228969;182087;339792
8416;470;Jerslev Sogn;Brønderslev;362231;200960;244254;302258;397472;208629;228029;327849;860;40;1360;435321;220278;183209;340627
8417;80;Hellum Sogn;Brønderslev;384712;207359;0;317348;494022;218891;0;390390;150;0;240;435321;220278;183209;340627
8418;330;Øster Brønderslev Sogn;Brønderslev;395403;203755;224325;345967;442942;222867;220440;370802;760;40;1130;435321;220278;183209;340627
8419;160;Hallund Sogn;Brønderslev;360783;192140;224036;298853;412048;199604;240338;332752;290;20;470;435321;220278;183209;340627
8420;210;Ingstrup Sogn;Jammerbugt;372598;214317;180552;298370;411373;229761;199518;331633;290;10;520;422308;225394;191426;334197
8421;150;Vester Hjermitslev Sogn;Jammerbugt;372923;202830;0;297165;429008;209789;0;333221;190;0;350;422308;225394;191426;334197
8422;490;Saltum Sogn;Jammerbugt;365041;204788;177343;271381;405902;222229;189295;313901;510;20;1010;422308;225394;191426;334197
8424;2020;Jetsmark Sogn;Jammerbugt;370578;203925;176307;282303;410951;214076;190823;318239;2470;140;4630;422308;225394;191426;334197
8425;790;Hune Sogn;Jammerbugt;412804;225521;106774;287419;504930;276457;146915;370299;570;10;1380;422308;225394;191426;334197
8426;330;Gjøl Sogn;Jammerbugt;401068;203624;137606;330607;440861;232270;207267;358123;530;20;870;422308;225394;191426;334197
8427;1130;Hjallerup Sogn;Brønderslev;412024;211228;172551;338272;454431;229822;190451;364120;1830;80;3040;435321;220278;183209;340627
8428;210;Mosbjerg Sogn;Hjørring;357155;209437;181863;282333;383572;214868;191279;314777;330;20;550;436380;228969;182087;339792
8429;530;Bindslev Sogn;Hjørring;354586;201817;195098;279865;395709;219105;203178;315951;690;30;1250;436380;228969;182087;339792
8430;1300;Elling Sogn;Frederikshavn;391829;207563;220681;313094;432338;232407;235308;344668;1750;70;3110;430968;230264;184113;330795
8431;160;Tolne Sogn;Hjørring;348399;210281;0;272107;401327;223208;0;320854;200;0;370;436380;228969;182087;339792
8432;210;Hørmested Sogn;Hjørring;375589;212124;229584;299207;426452;216438;226824;344758;350;20;580;436380;228969;182087;339792
8433;240;Åsted Sogn;Frederikshavn;379354;195628;225578;325988;434190;220441;201130;356245;450;20;700;430968;230264;184113;330795
8434;110;Skærum Sogn;Frederikshavn;356018;205440;0;298053;472773;211873;0;367013;170;0;280;430968;230264;184113;330795
8435;280;Flade Sogn;Frederikshavn;457062;246888;173434;393290;573235;303598;187408;482384;600;20;900;430968;230264;184113;330795
8436;250;Gærum Sogn;Frederikshavn;385303;205732;190279;318794;436523;240103;178505;346811;330;20;590;430968;230264;184113;330795
8437;280;Byrum Sogn;Læsø;333977;214195;0;253918;363360;217388;0;286914;270;0;560;378812;217590;202460;294479
8438;210;Hals Sogn;Læsø;362225;193420;0;262769;393209;216224;0;302086;200;0;410;378812;217590;202460;294479
8439;260;Vesterø Sogn;Læsø;355351;202500;0;260094;385327;218886;0;297017;240;0;510;378812;217590;202460;294479
8440;3480;Sæby Sogn;Frederikshavn;403226;217348;205790;297055;457984;236704;206692;343383;3420;150;7050;430968;230264;184113;330795
8441;250;Understed Sogn;Frederikshavn;380949;199930;180809;306717;446379;214512;181326;345240;340;10;600;430968;230264;184113;330795
8443;240;Volstrup Sogn;Frederikshavn;372058;198111;207567;303546;443203;211057;200544;354028;420;20;670;430968;230264;184113;330795
8444;250;Hørby Sogn;Frederikshavn;366717;195672;202838;302085;414046;206494;191986;337163;460;20;720;430968;230264;184113;330795
8445;250;Torslev Sogn;Frederikshavn;366852;190341;200576;269291;432462;186903;212151;331343;370;20;630;430968;230264;184113;330795
8446;450;Skæve Sogn;Frederikshavn;370621;203425;167014;268031;400332;208503;156745;309073;550;30;1030;430968;230264;184113;330795
8447;580;Albæk Sogn;Frederikshavn;379171;199591;170042;295289;416548;210019;177162;326391;830;50;1460;430968;230264;184113;330795
8448;270;Voer Sogn;Brønderslev;375183;188709;183336;304213;409796;193056;171368;327782;480;30;770;435321;220278;183209;340627
8449;360;Hellevad Sogn;Brønderslev;392675;208212;139881;336559;440949;228397;157404;362504;680;20;1060;435321;220278;183209;340627
8450;170;Ørum Sogn;Brønderslev;376619;200271;159595;314647;405027;212492;179390;336694;360;20;550;435321;220278;183209;340627
8451;1380;Dronninglund Sogn;Brønderslev;398083;210697;176109;323037;472254;225065;181188;369279;2140;110;3630;435321;220278;183209;340627
8452;580;Aså Sogn;Brønderslev;369488;202806;160535;260239;426299;216427;192098;316522;560;30;1170;435321;220278;183209;340627
8454;4810;Sankt Catharinæ Sogn;Hjørring;377788;226044;154410;273987;429217;235417;162582;320364;5060;910;10770;436380;228969;182087;339792
8455;1100;Sankt Hans Sogn;Hjørring;408251;223307;180730;349489;477224;248871;208284;389923;2020;120;3240;436380;228969;182087;339792
8456;900;Sankt Olai Sogn;Hjørring;413306;210740;191381;351334;465423;236136;192939;382450;1790;90;2780;436380;228969;182087;339792
8457;250;Ugilt Sogn;Hjørring;376316;198256;208318;318244;400681;213806;213609;334214;490;30;760;436380;228969;182087;339792
8458;1000;Tårs Sogn;Hjørring;368689;205865;184867;293335;409468;220822;184612;325516;1370;80;2450;436380;228969;182087;339792
8459;1110;Sindal Sogn;Hjørring;371226;208443;193126;287858;410397;230408;193390;321605;1280;90;2480;436380;228969;182087;339792
8460;290;Astrup Sogn;Hjørring;384879;204334;150951;315255;654453;251088;173594;494394;510;30;830;436380;228969;182087;339792
8461;290;Bjergby Sogn;Hjørring;401516;199745;180545;339427;448160;237606;169970;368587;510;20;820;436380;228969;182087;339792
8462;140;Mygdal Sogn;Hjørring;362673;200341;233343;292669;407529;224744;197244;339325;260;10;410;436380;228969;182087;339792
8463;240;Horne Sogn;Hjørring;403357;199091;214586;325538;446055;234148;222381;359969;390;20;650;436380;228969;182087;339792
8464;250;Asdal Sogn;Hjørring;379578;194804;190076;309094;426506;220008;195510;342469;390;20;660;436380;228969;182087;339792
8465;2210;Hirtshals Sogn;Hjørring;356810;211430;190453;262443;426367;219739;204717;318079;2130;120;4450;436380;228969;182087;339792
8466;450;Tornby Sogn;Hjørring;406441;211675;141428;323855;568353;239013;161032;422038;610;30;1080;436380;228969;182087;339792
8467;90;Vidstrup Sogn;Hjørring;375945;208753;254329;306193;388700;218464;249381;325306;160;10;260;436380;228969;182087;339792
8468;160;Skallerup Sogn;Hjørring;379880;204655;237215;289141;431641;243070;341427;348110;200;10;370;436380;228969;182087;339792
8469;120;Vennebjerg Sogn;Hjørring;392092;205100;0;320485;418350;214630;0;345014;220;0;340;436380;228969;182087;339792
8470;140;Rubjerg Sogn;Hjørring;358899;205388;0;259873;388188;230889;0;304228;130;0;270;436380;228969;182087;339792
8472;130;Jelstrup Sogn;Hjørring;378097;214712;200891;320057;417531;230135;230259;350072;260;10;400;436380;228969;182087;339792
8473;320;Mårup Sogn;Hjørring;387129;204164;0;259199;438515;231288;0;315743;220;0;550;436380;228969;182087;339792
8475;130;Rakkeby Sogn;Hjørring;383526;211335;0;321031;428732;221738;0;354014;230;0;360;436380;228969;182087;339792
8476;2960;Frederikshavn Sogn;Frederikshavn;375671;221223;164007;267635;401846;226906;170645;304942;2950;400;6310;430968;230264;184113;330795
8478;2780;Abildgård Sogn;Frederikshavn;375145;214435;181424;287416;398697;220519;186761;311972;3400;320;6500;430968;230264;184113;330795
8479;2590;Bangsbostrand Sogn;Frederikshavn;387188;217154;143766;275563;443868;231626;159517;323610;2360;270;5230;430968;230264;184113;330795
8480;3110;Skagen Sogn;Frederikshavn;384673;213768;190845;282370;440379;248273;212136;340369;3050;150;6310;430968;230264;184113;330795
