"Gennemsnitsalder efter sogn og tid"

" ","2014","2015","2016","2017"
"7410 Stenløse (Egedal Kommune)",40.9,40.9,41.1,41.0
"7411 Veksø (Egedal Kommune)",38.0,38.5,38.7,39.0
"7412 Slagslunde (Egedal Kommune)",43.6,44.6,45.2,45.7
"7413 Ganløse (Egedal Kommune)",42.2,42.6,42.9,42.8
"7414 Farum (Furesø Kommune)",41.3,41.3,41.3,41.4
"7415 Hillerød (Hillerød Kommune)",40.4,40.6,40.5,41.1
"7416 Nørre Herlev (Hillerød Kommune)",40.8,41.5,41.9,42.3
"7417 Præstevang (Hillerød Kommune)",42.7,42.8,42.9,42.5
"7418 Frederikssund (Frederikssund Kommune)",45.6,45.7,46.0,46.3
"7419 Oppe Sundby (Frederikssund Kommune)",40.9,41.1,41.1,41.0
"7420 Snostrup (Frederikssund Kommune)",40.6,42.0,42.2,42.6
"7421 Slangerup (Frederikssund Kommune)",40.3,40.9,41.1,41.5
"7422 Uvelse (Hillerød Kommune, Frederikssund Kommune)",40.7,40.9,41.7,41.8
"7423 Græse (Frederikssund Kommune)",38.6,38.9,39.7,40.4
"7424 Sigerslevvester (Frederikssund Kommune)",42.9,43.2,45.2,45.6
"7425 Lynge (Allerød Kommune)",39.4,40.1,40.4,40.5
"7426 Uggeløse (Allerød Kommune)",42.5,42.4,42.9,43.7
"7427 Jørlunde (Egedal Kommune, Frederikssund Kommune)",40.8,41.3,41.2,41.3
"7428 Esbønderup (Gribskov Kommune)",41.6,42.0,42.0,42.1
"7429 Nødebo (Hillerød Kommune)",42.4,42.7,42.9,43.3
"7430 Søborg (Gribskov Kommune)",48.4,48.2,48.4,48.5
"7431 Gilleleje (Gribskov Kommune)",47.4,47.9,48.1,48.6
"7432 Græsted (Gribskov Kommune)",41.5,41.8,42.2,42.6
"7433 Mårum (Gribskov Kommune)",41.9,42.2,42.4,43.4
"7434 Helsinge (Gribskov Kommune)",42.7,43.2,43.5,43.7
"7435 Valby (Gribskov Kommune)",40.9,42.0,43.1,43.5
"7436 Frederiksborg Slotssogn (Hillerød Kommune)",43.0,42.9,43.1,43.1
"7437 Sankt Olai (Helsingør Kommune)",41.2,41.4,41.5,41.9
"7438 Sankt Mariæ (Helsingør Kommune)",50.0,50.5,50.9,51.3
"7439 Vestervang (Helsingør Kommune)",42.0,42.1,42.2,42.2
"7440 Tikøb (Helsingør Kommune)",41.4,41.8,42.0,42.6
"7441 Hornbæk (Helsingør Kommune)",45.9,46.3,46.6,47.1
"7442 Hellebæk (Helsingør Kommune)",44.5,44.8,45.1,45.4
"7443 Egebæksvang (Helsingør Kommune)",42.9,43.3,43.5,43.7
"7444 Asminderød (Fredensborg Kommune)",43.4,43.8,44.3,44.5
"7445 Grønholt (Fredensborg Kommune)",43.4,44.4,44.5,45.4
"7446 Humlebæk (Fredensborg Kommune)",43.2,43.5,43.5,43.7
"7447 Birkerød (Rudersdal Kommune)",41.8,41.9,42.0,42.1
"7448 Bistrup (Rudersdal Kommune)",42.3,42.4,42.4,42.8
"7449 Blovstrød (Allerød Kommune, Fredensborg Kommune, Hørsholm Kommune)",45.0,45.3,45.3,45.7
"7450 Lillerød (Allerød Kommune)",41.7,42.2,42.1,42.3
"7451 Hørsholm (Hørsholm Kommune)",45.8,45.9,46.1,46.1
"7452 Karlebo (Fredensborg Kommune)",41.3,41.6,41.9,42.1
"7453 Gerlev (Frederikssund Kommune)",42.5,43.3,44.2,44.4
"7454 Draaby (Frederikssund Kommune)",44.2,44.7,44.9,45.2
"7455 Skibby (Frederikssund Kommune)",43.1,43.8,44.4,44.6
"7456 Ferslev (Frederikssund Kommune)",43.1,43.4,44.2,44.3
"7457 Vellerup (Frederikssund Kommune)",53.3,54.7,54.3,55.5
"7458 Skuldelev (Frederikssund Kommune)",43.8,44.3,43.5,44.5
"7459 Selsø (Frederikssund Kommune)",47.2,48.4,48.1,47.3
"7460 Kyndby (Frederikssund Kommune)",41.2,42.5,43.1,43.9
"7461 Krogstrup (Frederikssund Kommune)",43.0,43.0,43.6,43.5
"7462 Næsby (Næstved Kommune)",42.7,43.1,42.8,43.3
"7463 Tyvelse (Næstved Kommune)",40.1,40.9,40.6,41.4
"7464 Sandby (Næstved Kommune)",38.7,39.4,39.9,40.5
"7465 Vrangstrup (Næstved Kommune)",39.7,38.5,38.6,37.1
"7466 Præstø (Vordingborg Kommune)",44.8,45.4,46.3,46.9
"7467 Ullerød (Hillerød Kommune)",37.7,37.8,37.9,38.2
"7468 Skibinge (Vordingborg Kommune)",48.9,49.2,49.7,50.1
"7469 Vordingborg (Vordingborg Kommune)",44.5,44.6,45.0,45.2
"7470 Kastrup (Vordingborg Kommune)",39.0,39.5,39.5,39.8
"7471 Jungshoved (Vordingborg Kommune)",49.8,50.0,48.7,49.1
"7472 Everdrup (Næstved Kommune)",42.4,42.2,43.0,43.7
"7473 Snesere (Næstved Kommune)",40.7,40.9,40.9,41.0
"7474 Bårse (Vordingborg Kommune)",43.9,43.8,43.4,43.9
"7475 Beldringe (Vordingborg Kommune)",40.2,38.4,39.2,38.8
"7476 Allerslev (Vordingborg Kommune)",43.5,43.7,44.4,43.9
"7477 Udby (Vordingborg Kommune)",38.6,40.6,41.0,42.9
"7478 Ørslev (Vordingborg Kommune)",42.8,43.1,43.4,43.5
"7479 Øster Egesborg (Vordingborg Kommune)",40.2,40.9,41.1,41.6
"7480 Mern (Vordingborg Kommune)",44.4,44.2,43.6,43.6
"7481 Kalvehave (Vordingborg Kommune)",49.2,49.9,49.5,49.9
"7483 Stege (Vordingborg Kommune)",49.2,49.9,49.9,50.5
"7485 Nyord (Vordingborg Kommune)",64.9,66.4,65.6,66.1
"7486 Keldby (Vordingborg Kommune)",44.4,44.2,45.2,44.7
"7487 Elmelunde (Vordingborg Kommune)",45.9,46.9,47.0,46.7
"7488 Borre (Vordingborg Kommune)",49.1,48.0,49.9,50.5
"7489 Magleby (Vordingborg Kommune)",53.6,55.0,55.2,55.8
"7490 Damsholte (Vordingborg Kommune)",43.9,44.0,43.8,44.4
"7491 Fanefjord (Vordingborg Kommune)",45.8,45.9,45.8,45.6
"7492 Lellinge (Køge Kommune)",41.7,42.0,42.7,42.2
"7493 Lille Heddinge (Stevns Kommune)",49.5,50.1,50.9,49.9
"7494 Havnelev (Stevns Kommune)",48.0,48.2,48.3,48.8
"7495 Magleby Stevns (Stevns Kommune)",42.5,42.6,42.7,43.7
"7496 Holtug (Stevns Kommune)",43.5,45.0,44.6,45.1
"7497 Strøby (Stevns Kommune)",45.6,46.1,46.3,46.3
"7498 Varpelev (Stevns Kommune)",40.4,39.4,38.5,39.2
"7499 Toksværd (Næstved Kommune)",40.7,41.1,41.4,41.8
"7500 Rønnebæk (Næstved Kommune)",41.0,41.5,41.6,42.0
"7501 Holme Olstrup (Næstved Kommune)",42.0,42.6,43.1,43.2
"7502 Næstelsø (Næstved Kommune)",42.6,42.8,42.9,42.5
"7503 Mogenstrup (Næstved Kommune)",41.9,42.3,42.4,43.4
"7504 Vejlø (Næstved Kommune)",44.7,45.0,45.1,44.8
"7505 Vester Egesborg (Næstved Kommune)",41.1,41.8,42.4,43.4
"7506 Hammer (Næstved Kommune)",40.2,40.5,41.1,40.6
"7507 Lundby (Vordingborg Kommune)",39.7,40.1,40.2,40.2
"7508 Køng (Vordingborg Kommune)",42.0,43.2,43.9,43.9
"7509 Sværdborg (Vordingborg Kommune)",41.0,41.5,41.3,41.2
"7510 Sankt Peders (Næstved Kommune)",40.9,41.0,40.7,40.7
"7511 Sankt Mortens (Næstved Kommune)",42.5,42.5,42.5,43.0
"7512 Vester Egede (Faxe Kommune)",44.6,44.5,45.3,44.3
"7513 Aversi (Næstved Kommune)",41.3,41.1,42.1,42.3
"7514 Tybjerg (Næstved Kommune)",41.3,41.7,42.3,42.4
"7515 Herlufmagle (Næstved Kommune)",42.2,42.8,42.9,42.9
"7516 Fensmark (Næstved Kommune)",41.1,41.1,41.4,41.8
"7517 Rislev (Næstved Kommune)",39.3,39.6,41.0,41.0
"7518 Skelby (Næstved Kommune)",40.6,40.3,40.9,42.4
"7519 Glumsø (Næstved Kommune)",42.8,43.2,43.0,43.4
"7520 Bavelse (Næstved Kommune)",40.9,41.1,41.2,40.2
"7521 Bogø (Vordingborg Kommune)",48.5,48.7,49.1,48.7
"7522 Faxe (Faxe Kommune)",43.4,43.6,43.6,43.7
"7523 Hylleholt (Faxe Kommune)",46.4,47.1,47.6,47.9
"7524 Spjellerup (Faxe Kommune)",42.7,43.5,44.0,44.2
"7525 Smerup (Faxe Kommune)",42.7,43.1,43.5,43.2
"7526 Hellested (Stevns Kommune)",41.7,42.2,42.9,43.7
"7527 Vemmetofte (Faxe Kommune)",48.8,48.7,49.6,51.0
"7528 Karise (Faxe Kommune)",44.2,44.9,45.1,45.2
"7529 Alslev (Faxe Kommune)",39.3,39.3,39.9,40.5
"7530 Sønder Dalby (Faxe Kommune)",41.1,41.1,41.7,41.9
"7531 Tureby (Faxe Kommune)",40.0,40.7,40.9,43.0
"7532 Ulse (Faxe Kommune)",44.9,45.3,45.3,45.9
"7533 Øster Egede (Faxe Kommune)",43.4,44.9,45.0,46.8
"7534 Kongsted (Faxe Kommune)",43.7,44.0,44.1,44.1
"7535 Roholte (Faxe Kommune)",44.2,44.9,45.0,45.8
"7536 Lidemark (Køge Kommune)",42.3,42.8,44.8,43.4
"7537 Bjæverskov (Køge Kommune)",40.5,40.7,40.8,41.3
"7538 Vollerslev (Køge Kommune)",43.9,44.3,44.5,43.0
"7539 Gørslev (Køge Kommune)",40.0,40.9,41.4,41.6
"7540 Herfølge (Køge Kommune)",40.1,40.5,40.8,41.1
"7541 Sædder (Køge Kommune, Faxe Kommune)",39.5,39.7,39.8,40.2
"7542 Valløby (Stevns Kommune)",42.1,41.9,42.2,42.4
"7543 Tårnby (Stevns Kommune)",43.0,43.0,42.8,42.3
"7544 Hårlev (Faxe Kommune, Stevns Kommune)",44.0,44.1,44.3,44.8
"7545 Himlingøje (Stevns Kommune)",39.4,40.3,40.8,41.8
"7546 Endeslev (Stevns Kommune)",43.0,43.0,43.9,44.4
"7547 Vråby (Stevns Kommune)",42.0,41.4,41.9,41.9
"7548 Store Heddinge (Stevns Kommune)",43.7,43.9,44.0,43.9
"7549 Højerup (Stevns Kommune)",44.8,45.7,46.6,46.8
"7550 Lyderslev (Stevns Kommune)",42.3,42.4,42.4,43.1
"7551 Frøslev (Stevns Kommune)",41.9,43.1,43.3,43.7
"7552 Rønne (Bornholm Kommune)",46.3,46.5,46.6,46.6
"7553 Knudsker (Bornholm Kommune)",43.8,44.8,45.5,45.8
"7554 Vestermarie (Bornholm Kommune)",42.0,42.6,42.7,42.6
"7555 Nylarsker (Bornholm Kommune)",47.7,48.1,47.9,48.2
"7556 Nyker (Bornholm Kommune)",44.4,43.9,44.3,44.7
"7557 Hasle (Bornholm Kommune)",49.3,49.3,49.4,49.6
"7558 Rutsker (Bornholm Kommune)",48.4,48.7,47.8,48.1
"7559 Olsker (Bornholm Kommune)",51.5,51.8,52.5,53.4
"7560 Allinge-Sandvig (Bornholm Kommune)",51.5,52.3,52.8,53.2
"7561 Klemensker (Bornholm Kommune)",43.1,44.1,44.6,44.4
"7562 Rø (Bornholm Kommune)",47.4,49.0,49.0,49.1
"7563 Ibsker (Bornholm Kommune)",50.4,50.8,51.3,51.4
"7564 Svaneke (Bornholm Kommune)",51.8,51.4,52.0,52.7
"7565 Østerlarsker (Bornholm Kommune)",46.1,47.1,47.4,48.2
"7566 Gudhjem (Bornholm Kommune)",55.1,55.8,56.8,57.1
"7567 Østermarie (Bornholm Kommune)",45.1,45.2,45.4,46.3
"7568 Christiansø (Christiansø Kommune)",44.8,44.0,45.4,45.0
"7569 Aaker (Bornholm Kommune)",46.8,47.1,47.0,47.4
"7570 Bodilsker (Bornholm Kommune)",44.9,46.2,46.0,45.9
"7571 Nexø (Bornholm Kommune)",47.0,47.5,48.0,48.0
"7572 Poulsker (Bornholm Kommune)",49.9,49.6,50.1,51.7
"7573 Pedersker (Bornholm Kommune)",44.6,46.0,46.8,47.7
"7575 Ønslev (Guldborgsund Kommune)",43.9,43.7,43.7,44.1
"7576 Eskilstrup (Guldborgsund Kommune)",43.7,43.7,43.5,43.3
"7577 Tingsted (Guldborgsund Kommune)",38.4,39.0,39.2,39.8
"7578 Nykøbing F (Guldborgsund Kommune)",43.5,43.7,43.6,43.6
"7579 Idestrup (Guldborgsund Kommune)",45.9,46.2,46.5,47.3
"7580 Væggerløse (Guldborgsund Kommune)",52.3,53.2,53.9,53.7
"7581 Skelby (Guldborgsund Kommune)",47.4,48.1,48.4,47.2
"7582 Gedesby (Guldborgsund Kommune)",54.3,55.6,55.5,56.7
"7583 Sønder Kirkeby (Guldborgsund Kommune)",39.0,39.3,39.7,41.0
"7584 Sønder Alslev (Guldborgsund Kommune)",56.1,55.1,54.4,56.2
"7585 Karleby (Guldborgsund Kommune)",45.4,46.7,46.4,47.1
"7586 Horreby (Guldborgsund Kommune)",43.4,43.5,43.5,44.1
"7587 Nørre Ørslev (Guldborgsund Kommune)",39.5,39.6,39.3,38.8
"7588 Systofte (Guldborgsund Kommune)",43.1,43.6,44.3,43.6
"7589 Horbelev (Guldborgsund Kommune)",44.0,44.6,44.3,44.7
"7590 Falkerslev (Guldborgsund Kommune)",44.1,43.2,44.6,44.6
"7591 Aastrup (Guldborgsund Kommune)",46.6,47.4,48.6,47.8
"7592 Tårs (Guldborgsund Kommune)",39.9,41.0,40.8,41.4
"7593 Vigsnæs (Guldborgsund Kommune)",47.9,48.0,47.8,48.5
"7594 Majbølle (Guldborgsund Kommune)",48.1,49.0,48.7,48.6
"7595 Radsted (Guldborgsund Kommune)",43.0,43.6,43.8,44.3
"7596 Toreby (Guldborgsund Kommune)",45.4,45.6,45.6,45.6
"7597 Slemminge (Guldborgsund Kommune)",44.5,44.6,44.1,44.4
"7598 Fjelde (Guldborgsund Kommune)",47.1,47.4,48.2,48.3
"7599 Døllefjelde (Guldborgsund Kommune)",42.2,42.4,42.7,42.0
"7600 Musse (Guldborgsund Kommune)",47.2,47.6,48.0,48.2
"7601 Herritslev (Guldborgsund Kommune)",50.8,51.3,50.1,50.2
"7602 Øster Ulslev (Guldborgsund Kommune)",41.8,41.2,41.4,42.6
"7603 Vester Ulslev (Guldborgsund Kommune)",45.1,45.2,44.7,45.2
"7604 Godsted (Guldborgsund Kommune)",49.2,46.5,45.4,44.7
"7605 Kettinge (Guldborgsund Kommune)",44.5,44.6,45.3,45.6
"7606 Bregninge (Guldborgsund Kommune)",42.2,42.3,40.9,41.1
"7607 Stubbekøbing (Guldborgsund Kommune)",50.3,50.2,50.7,50.3
"7608 Maglebrænde (Guldborgsund Kommune)",47.6,46.1,46.7,44.5
"7609 Torkilstrup (Guldborgsund Kommune)",41.0,41.3,43.6,43.7
"7610 Lillebrænde (Guldborgsund Kommune)",45.5,45.2,46.2,45.5
"7611 Gundslev (Guldborgsund Kommune)",46.2,47.4,46.6,47.1
"7612 Nørre Vedby (Guldborgsund Kommune)",44.9,45.7,45.5,45.6
"7613 Nørre Alslev (Guldborgsund Kommune)",47.0,46.9,47.0,46.5
"7614 Nørre Kirkeby (Guldborgsund Kommune)",42.5,42.1,42.6,42.7
"7615 Vålse (Guldborgsund Kommune)",40.8,41.6,41.7,43.3
"7616 Kippinge (Guldborgsund Kommune)",42.0,42.0,42.6,42.6
"7617 Stadager (Guldborgsund Kommune)",43.3,45.5,46.1,46.0
"7618 Brarup (Guldborgsund Kommune)",46.3,46.7,46.6,46.7
"7619 Købelev (Lolland Kommune)",49.6,49.4,49.3,49.2
"7620 Vindeby (Lolland Kommune)",48.6,47.9,47.8,50.0
"7621 Utterslev (Lolland Kommune)",46.3,46.5,47.2,59.9
"7622 Horslunde (Lolland Kommune)",49.7,50.4,50.6,51.1
"7623 Nordlunde (Lolland Kommune)",39.1,41.0,40.7,39.2
"7624 Herredskirke (Lolland Kommune)",46.0,45.7,45.4,60.3
"7625 Løjtofte (Lolland Kommune)",44.6,47.7,47.6,44.7
"7626 Halsted (Lolland Kommune)",40.8,41.5,42.2,43.0
"7627 Avnede (Lolland Kommune)",44.8,46.0,46.2,45.6
"7628 Vestenskov (Lolland Kommune)",48.8,48.7,48.2,48.4
"7629 Kappel (Lolland Kommune)",47.8,47.4,47.1,46.4
"7630 Dannemare (Lolland Kommune)",51.8,51.2,51.1,51.5
"7631 Tillitse (Lolland Kommune)",46.6,47.2,48.1,48.7
"7632 Gloslunde (Lolland Kommune)",48.4,48.9,48.1,49.0
"7633 Græshave (Lolland Kommune)",43.6,43.5,44.9,45.4
"7634 Landet (Lolland Kommune)",45.3,45.1,46.0,46.3
"7635 Ryde (Lolland Kommune)",46.0,45.5,46.1,46.8
"7636 Søllested (Lolland Kommune)",47.1,47.6,48.4,0.0
"7637 Skovlænge (Lolland Kommune)",38.8,38.4,39.8,0.0
"7638 Gurreby (Lolland Kommune)",41.5,43.1,42.9,0.0
"7639 Stokkemarke (Lolland Kommune)",47.3,48.7,49.0,49.1
"7640 Vesterborg (Lolland Kommune)",47.0,46.7,47.1,46.7
"7641 Birket (Lolland Kommune)",51.8,52.0,51.9,51.8
"7642 Sakskøbing (Guldborgsund Kommune)",48.8,49.2,49.5,49.2
"7643 Nysted (Guldborgsund Kommune)",53.5,53.6,53.2,53.3
"7644 Våbensted (Guldborgsund Kommune)",41.3,41.8,42.4,42.9
"7645 Engestofte (Guldborgsund Kommune)",42.7,42.7,46.2,43.2
"7646 Hunseby (Lolland Kommune)",43.5,43.5,43.8,44.4
"7647 Vantore (Guldborgsund Kommune)",42.2,43.0,43.7,44.2
"7648 Maribo Domsogn (Lolland Kommune)",47.1,47.2,47.6,48.6
"7649 Hillested (Lolland Kommune)",45.4,46.9,46.8,46.7
"7650 Skørringe (Lolland Kommune)",46.7,45.8,46.0,46.1
"7651 Rødby (Lolland Kommune)",49.5,48.9,48.8,49.5
"7652 Ringsebølle (Lolland Kommune)",42.8,44.2,43.7,45.6
"7653 Tågerup (Lolland Kommune)",47.0,47.8,48.8,48.1
"7654 Torslunde (Lolland Kommune)",47.1,45.7,45.9,47.5
"7655 Errindlev (Lolland Kommune)",49.1,50.1,51.7,52.3
"7656 Olstrup (Lolland Kommune)",49.1,50.6,50.3,52.1
"7657 Fuglse (Lolland Kommune)",46.8,47.5,47.1,48.6
"7658 Krønge (Lolland Kommune)",47.2,47.6,48.8,47.5
"7659 Holeby (Lolland Kommune)",48.0,47.8,47.6,47.4
"7660 Bursø (Lolland Kommune)",46.7,46.7,45.8,45.4
"7661 Nebbelunde (Lolland Kommune)",42.9,44.5,44.3,43.7
"7662 Sædinge (Lolland Kommune)",48.9,47.4,47.2,48.0
"7663 Tirsted (Lolland Kommune)",45.8,46.6,47.3,47.4
"7664 Vejleby (Lolland Kommune)",42.6,42.8,43.7,44.4
"7665 Østofte (Lolland Kommune)",43.2,44.0,45.3,44.2
"7666 Bandholm (Lolland Kommune)",48.1,48.6,48.0,50.4
"7667 Fejø (Lolland Kommune)",55.1,54.7,55.1,55.2
"7668 Femø (Lolland Kommune)",66.7,65.9,65.2,68.6
"7669 Askø (Lolland Kommune)",64.0,64.7,65.4,66.9
"7670 Sankt Nikolai (Lolland Kommune)",46.6,47.0,47.1,47.2
"7671 Branderslev (Lolland Kommune)",42.7,43.7,44.0,44.8
"7672 Stormarks (Lolland Kommune)",45.0,45.2,45.3,45.2
"7673 Arninge (Lolland Kommune)",46.7,46.0,48.9,49.7
"7674 Sandby (Lolland Kommune)",48.2,48.8,50.0,50.1
"7675 Vor Frue (Svendborg Kommune)",40.2,40.1,40.1,40.1
"7676 Sankt Nikolaj (Svendborg Kommune)",40.2,40.6,40.6,41.0
"7677 Sankt Jørgens (Svendborg Kommune)",46.0,46.3,46.7,46.6
"7678 Sørup (Svendborg Kommune)",40.3,40.5,40.3,40.3
"7679 Skårup (Svendborg Kommune)",41.0,41.8,42.3,42.6
"7680 Tved (Svendborg Kommune)",44.9,45.3,45.6,45.9
"7681 Egense (Svendborg Kommune)",44.7,45.0,45.4,46.0
"7682 Øster Skerninge (Svendborg Kommune)",43.3,44.2,44.7,44.7
"7683 Hundstrup (Svendborg Kommune)",41.9,41.5,42.0,41.9
"7684 Ollerup (Svendborg Kommune)",39.5,39.6,39.8,39.0
"7685 Kirkeby (Svendborg Kommune)",40.5,40.8,40.6,41.2
"7686 Stenstrup (Svendborg Kommune)",44.3,44.6,44.6,44.3
"7687 Lunde (Svendborg Kommune)",41.6,43.0,43.1,43.3
"7688 Kværndrup (Faaborg-Midtfyn Kommune)",41.4,41.5,41.1,41.1
"7689 Thurø (Svendborg Kommune)",46.7,47.1,47.5,47.7
"7690 Bregninge (Svendborg Kommune)",47.7,48.1,48.1,48.2
"7691 Landet (Svendborg Kommune)",44.2,44.4,45.1,45.3
"7692 Bjerreby (Svendborg Kommune)",41.4,41.4,42.0,42.7
"7693 Drejø (Svendborg Kommune)",60.7,60.8,60.3,59.3
"7694 Strynø (Langeland Kommune)",48.3,47.3,47.4,49.9
"7695 Fåborg (Faaborg-Midtfyn Kommune)",48.9,49.0,49.3,49.8
"7696 Diernæs (Faaborg-Midtfyn Kommune)",46.2,46.4,47.1,47.9
"7697 Vester Åby (Faaborg-Midtfyn Kommune)",46.7,47.3,47.2,47.6
"7698 Åstrup (Faaborg-Midtfyn Kommune)",47.6,47.5,48.4,46.8
"7699 Vester Skerninge (Svendborg Kommune)",43.9,43.8,43.4,43.4
"7700 Ulbølle (Svendborg Kommune)",42.9,44.2,44.2,44.9
"7701 Heden (Faaborg-Midtfyn Kommune)",40.3,39.5,40.1,40.6
"7702 Bøstrup (Langeland Kommune)",52.4,53.0,52.8,53.2
"7703 Snøde (Langeland Kommune)",50.2,49.6,50.8,51.5
"7704 Stoense (Langeland Kommune)",47.2,48.0,47.6,47.9
"7705 Hou (Langeland Kommune)",58.9,59.2,59.5,59.4
"7706 Longelse (Langeland Kommune)",46.4,45.9,47.6,47.4
"7707 Fuglsbølle (Langeland Kommune)",47.6,48.0,48.6,48.4
"7708 Lindelse (Langeland Kommune)",49.7,50.0,50.8,50.5
"7709 Humble (Langeland Kommune)",50.4,50.9,50.8,51.0
"7710 Tryggelev (Langeland Kommune)",48.0,49.4,47.6,49.0
"7711 Fodslette (Langeland Kommune)",44.4,47.0,47.6,48.4
"7712 Magleby (Langeland Kommune)",51.2,51.9,52.7,52.6
"7713 Ærøskøbing (Ærø Kommune)",56.3,56.8,56.1,56.6
"7714 Marstal (Ærø Kommune)",49.8,50.2,50.2,50.9
"7715 Rise (Ærø Kommune)",46.9,47.5,47.6,48.0
"7716 Tranderup (Ærø Kommune)",45.1,46.2,45.8,47.3
"7717 Bregninge (Ærø Kommune)",50.2,50.8,50.5,51.4
"7718 Søby (Ærø Kommune)",52.4,52.6,54.2,54.8
"7719 Oure (Svendborg Kommune)",40.2,39.6,40.5,40.7
"7720 Vejstrup (Svendborg Kommune)",39.6,39.6,39.3,40.2
"7721 Gudme (Svendborg Kommune)",40.6,41.1,41.8,41.9
"7722 Brudager (Svendborg Kommune)",39.6,39.4,39.8,41.1
"7723 Gudbjerg (Svendborg Kommune)",40.6,41.0,41.5,41.9
"7724 Nyborg (Nyborg Kommune)",45.4,45.4,45.5,45.5
"7725 Aunslev (Nyborg Kommune)",42.8,42.9,42.8,43.3
"7726 Bovense (Nyborg Kommune)",45.5,45.9,47.0,46.4
"7727 Flødstrup (Nyborg Kommune)",40.5,40.6,41.7,42.2
"7728 Ullerslev (Nyborg Kommune)",42.9,43.2,43.0,43.2
"7729 Skellerup (Nyborg Kommune)",40.5,40.6,40.7,40.6
"7730 Ellinge (Nyborg Kommune)",40.7,41.4,41.8,41.3
"7731 Kullerup (Nyborg Kommune)",36.0,36.8,36.5,37.8
"7732 Refsvindinge (Nyborg Kommune)",39.1,39.6,39.9,40.1
"7733 Vindinge (Nyborg Kommune)",41.9,42.4,42.3,42.4
"7734 Frørup (Nyborg Kommune)",39.3,39.5,39.6,40.4
"7735 Ørbæk (Nyborg Kommune)",47.6,47.6,47.8,48.2
"7736 Herrested (Nyborg Kommune)",41.2,41.6,41.7,42.3
"7737 Søllinge (Faaborg-Midtfyn Kommune)",43.5,43.6,43.9,43.9
"7738 Hellerup (Faaborg-Midtfyn Kommune)",40.8,41.5,41.5,41.0
"7739 Sønder Højrup (Faaborg-Midtfyn Kommune)",38.1,39.2,38.2,38.3
"7740 Årslev (Faaborg-Midtfyn Kommune)",39.6,39.8,40.4,40.9
"7741 Rudkøbing (Langeland Kommune)",49.6,49.9,49.9,49.7
"7742 Simmerbølle (Langeland Kommune)",45.2,45.2,45.2,46.0
"7743 Skrøbelev (Langeland Kommune)",41.2,41.8,42.4,43.0
"7744 Tranekær (Langeland Kommune)",57.9,58.5,59.3,59.1
"7745 Tullebølle (Langeland Kommune)",51.7,52.5,51.9,51.6
"7746 Brahetrolleborg (Faaborg-Midtfyn Kommune)",44.0,44.3,44.4,44.6
"7747 Krarup (Faaborg-Midtfyn Kommune)",40.8,40.5,41.0,41.1
"7748 Herringe (Faaborg-Midtfyn Kommune)",39.6,40.9,40.2,39.9
"7749 Gestelev (Faaborg-Midtfyn Kommune)",38.2,38.8,39.1,39.5
"7750 Espe (Faaborg-Midtfyn Kommune)",39.7,39.8,39.5,40.1
"7751 Vantinge (Faaborg-Midtfyn Kommune)",40.4,41.7,42.3,41.8
"7752 Allested (Faaborg-Midtfyn Kommune)",43.0,43.9,43.9,43.7
"7753 Vejle (Faaborg-Midtfyn Kommune)",41.4,42.0,42.4,42.6
"7754 Nørre Broby (Faaborg-Midtfyn Kommune)",43.4,43.3,43.9,44.0
"7755 Sønder Broby (Faaborg-Midtfyn Kommune)",44.1,43.6,43.9,44.1
"7756 Hillerslev (Faaborg-Midtfyn Kommune)",39.6,39.7,39.8,40.0
"7757 Øster Hæsinge (Faaborg-Midtfyn Kommune)",45.4,45.9,45.4,45.2
"7758 Vester Hæsinge (Faaborg-Midtfyn Kommune)",44.8,45.1,45.4,45.6
"7759 Sandholts Lyndelse (Faaborg-Midtfyn Kommune)",44.6,44.4,46.9,47.1
"7760 Jordløse (Assens Kommune)",42.1,42.9,43.6,43.8
"7761 Håstrup (Faaborg-Midtfyn Kommune)",44.3,45.1,45.0,45.8
"7762 Svanninge (Faaborg-Midtfyn Kommune)",46.7,47.9,47.9,48.0
"7763 Horne (Faaborg-Midtfyn Kommune)",47.2,47.7,47.8,47.7
"7764 Lyø (Faaborg-Midtfyn Kommune)",56.7,57.6,58.4,57.2
"7765 Avernakø (Faaborg-Midtfyn Kommune)",54.5,52.5,54.0,54.6
"7766 Ringe (Faaborg-Midtfyn Kommune)",43.0,43.2,43.0,43.4
"7767 Ryslinge (Faaborg-Midtfyn Kommune)",43.2,43.6,44.1,43.7
"7768 Gislev (Faaborg-Midtfyn Kommune)",43.2,43.6,43.6,43.8
"7769 Ellested (Nyborg Kommune)",35.7,37.0,37.1,37.5
"7770 Langå (Nyborg Kommune)",40.2,40.8,41.2,41.1
"7771 Øksendrup (Nyborg Kommune)",41.5,41.9,41.4,43.4
"7772 Hesselager (Svendborg Kommune)",45.7,46.3,46.4,46.7
"7773 Svindinge (Nyborg Kommune)",40.5,40.3,40.4,40.0
"7774 Sankt Knuds (Odense Kommune)",36.6,36.6,36.7,36.5
"7775 Ansgars (Odense Kommune)",36.9,36.9,36.9,37.1
"7776 Bolbro (Odense Kommune)",39.1,39.0,38.8,38.6
"7777 Thomas Kingos (Odense Kommune)",40.1,40.2,40.3,40.5
"7778 Munkebjerg (Odense Kommune)",39.6,39.7,39.6,39.6
"7779 Vor Frue (Odense Kommune)",33.9,33.6,33.5,33.8
