"Gennemsnitsalder efter sogn og tid"

" ","2014","2015","2016","2017"
"8530 Låstrup (Viborg Kommune)",43.5,43.7,44.2,44.6
"8531 Skals (Viborg Kommune)",42.0,42.4,42.7,43.2
"8532 Ulbjerg (Viborg Kommune)",41.9,42.3,43.4,43.4
"8533 Lynderup (Viborg Kommune)",39.3,41.1,40.8,40.4
"8534 Dollerup (Viborg Kommune)",38.0,38.3,38.5,38.8
"8535 Finderup (Viborg Kommune)",37.5,38.7,39.8,41.2
"8536 Ravnstrup (Viborg Kommune)",41.6,41.6,40.5,40.8
"8537 Skjød (Favrskov Kommune)",39.0,40.0,41.3,41.2
"8538 Durup (Skive Kommune)",47.5,47.7,47.6,47.5
"8539 Tøndering (Skive Kommune)",40.9,41.6,42.0,42.4
"8540 Roslev (Skive Kommune)",44.9,45.0,45.5,46.1
"8541 Rybjerg (Skive Kommune)",38.8,38.7,39.9,40.6
"8542 Hjerk (Skive Kommune)",44.8,45.5,47.0,47.1
"8543 Harre (Skive Kommune)",42.4,43.5,43.2,43.8
"8544 Nautrup (Skive Kommune)",37.3,37.9,38.8,38.9
"8545 Vile (Skive Kommune)",45.3,46.1,46.0,44.7
"8546 Glyngøre (Skive Kommune)",48.2,48.4,48.5,49.3
"8547 Sæby (Skive Kommune)",39.4,40.0,40.4,41.9
"8548 Fur (Skive Kommune)",50.5,51.4,52.1,52.8
"8549 Rødding (Skive Kommune)",44.2,44.9,45.2,45.5
"8550 Lihme (Skive Kommune)",46.5,46.6,47.5,47.9
"8551 Balling (Skive Kommune)",45.6,45.4,45.6,45.7
"8552 Volling (Skive Kommune)",37.3,37.5,36.7,37.2
"8553 Krejbjerg (Skive Kommune)",40.9,42.3,43.7,44.8
"8554 Håsum (Skive Kommune)",40.7,40.3,40.5,40.8
"8555 Ramsing (Skive Kommune)",42.5,43.6,44.1,43.7
"8556 Lem (Skive Kommune)",42.0,42.7,43.5,44.6
"8557 Vejby (Skive Kommune)",35.9,36.4,38.1,37.6
"8558 Højslev (Skive Kommune)",41.2,41.5,41.5,42.0
"8559 Dommerby (Skive Kommune)",43.4,43.5,44.1,44.5
"8560 Lundø (Skive Kommune)",51.5,53.5,55.2,56.2
"8561 Ørslevkloster (Skive Kommune)",43.6,44.8,45.8,46.0
"8562 Ørum (Skive Kommune)",44.0,44.4,44.7,46.2
"8563 Vorde (Viborg Kommune)",39.6,40.8,41.2,41.2
"8564 Fiskbæk (Viborg Kommune)",41.3,41.7,41.6,41.8
"8565 Romlund (Viborg Kommune)",39.5,40.5,41.2,41.4
"8566 Rødding (Viborg Kommune)",38.2,38.3,38.8,39.4
"8567 Løvel (Viborg Kommune)",37.5,37.9,38.8,38.7
"8568 Pederstrup (Viborg Kommune)",41.5,42.5,44.4,42.4
"8569 Vammen (Viborg Kommune)",43.5,44.0,44.7,45.4
"8570 Lindum (Viborg Kommune)",42.8,43.3,43.4,44.6
"8571 Bigum (Viborg Kommune)",41.8,41.7,42.2,43.1
"8572 Skive (Skive Kommune)",41.6,41.9,41.9,41.9
"8573 Resen (Skive Kommune)",44.4,44.8,45.2,45.4
"8574 Hem (Skive Kommune)",40.3,40.8,40.2,40.2
"8575 Hindborg (Skive Kommune)",36.3,37.7,38.5,39.3
"8576 Dølby (Skive Kommune)",43.1,44.0,44.6,43.4
"8577 Oddense (Skive Kommune)",41.0,41.1,41.8,42.4
"8578 Otting (Skive Kommune)",35.3,36.3,36.8,36.0
"8579 Brøndum (Skive Kommune)",40.2,39.4,40.0,40.8
"8580 Hvidbjerg (Skive Kommune)",39.0,39.8,40.5,41.4
"8581 Selde (Skive Kommune)",46.6,47.5,48.4,48.4
"8582 Åsted (Skive Kommune)",40.5,41.5,41.9,43.9
"8583 Junget (Skive Kommune)",41.9,42.9,44.2,46.0
"8584 Thorum (Skive Kommune)",41.9,42.2,41.6,41.3
"8585 Grinderslev (Skive Kommune)",43.9,44.9,45.0,45.1
"8586 Grønning (Skive Kommune)",45.4,45.3,46.6,46.5
"8587 Thise (Skive Kommune)",45.1,46.7,45.8,46.4
"8588 Jebjerg (Skive Kommune)",44.1,43.9,43.8,43.9
"8589 Lyby (Skive Kommune)",38.8,39.4,40.1,40.0
"8590 Vium (Silkeborg Kommune)",37.6,38.3,38.8,39.3
"8591 Lysgård (Viborg Kommune)",37.7,38.1,38.2,38.8
"8592 Sjørslev (Silkeborg Kommune)",39.6,39.8,40.0,39.2
"8593 Almind (Viborg Kommune)",42.7,43.4,43.7,43.9
"8594 Højbjerg (Viborg Kommune)",42.1,42.5,42.6,42.4
"8595 Elsborg (Viborg Kommune)",38.7,39.5,39.1,38.5
"8596 Grønbæk (Silkeborg Kommune)",41.9,41.9,42.4,42.9
"8597 Levring (Silkeborg Kommune)",38.5,38.9,40.0,40.4
"8598 Hørup (Silkeborg Kommune)",43.3,43.5,43.7,44.0
"8599 Hinge (Silkeborg Kommune)",41.2,41.7,42.4,42.4
"8600 Vinderslev (Silkeborg Kommune)",37.7,38.4,39.5,39.1
"8601 Thorning (Silkeborg Kommune)",41.2,41.7,42.0,42.2
"8602 Frederiks (Viborg Kommune)",41.6,42.0,42.0,42.1
"8603 Karup (Viborg Kommune)",42.9,42.8,43.0,43.1
"8604 Serup (Silkeborg Kommune)",37.7,38.5,39.6,40.4
"8605 Lemming (Silkeborg Kommune)",38.2,39.0,38.6,38.5
"8606 Gødvad (Silkeborg Kommune)",37.8,37.9,37.8,37.7
"8607 Svostrup (Silkeborg Kommune)",36.8,37.2,37.8,38.3
"8608 Sejling (Silkeborg Kommune)",39.9,40.0,39.8,40.7
"8609 Sinding (Silkeborg Kommune)",39.0,38.7,39.2,39.6
"8610 Kragelund (Silkeborg Kommune)",41.6,42.3,42.6,43.1
"8611 Funder (Silkeborg Kommune)",39.3,39.4,39.3,39.4
"8612 Engesvang (Ikast-Brande Kommune)",39.0,39.3,39.6,40.3
"8613 Viborg Domsogn (Viborg Kommune)",41.5,41.3,41.2,41.3
"8614 Søndre (Viborg Kommune)",41.3,41.2,41.1,40.6
"8615 Asmild (Viborg Kommune)",40.6,41.0,41.5,41.7
"8616 Tapdrup (Viborg Kommune)",39.8,39.9,40.6,40.2
"8617 Vinkel (Viborg Kommune)",39.7,40.2,39.6,40.9
"8618 Sønder Rind (Viborg Kommune)",41.1,41.5,42.5,43.4
"8619 Vindum (Viborg Kommune)",40.7,40.8,40.0,40.0
"8621 Mammen (Viborg Kommune)",35.6,36.1,36.3,36.1
"8622 Bjerringbro (Viborg Kommune)",45.1,45.7,46.3,46.1
"8624 Lee (Viborg Kommune)",36.3,37.1,37.5,37.9
"8625 Hjorthede (Viborg Kommune)",39.3,39.1,39.5,40.3
"8626 Vester Velling (Favrskov Kommune)",40.6,40.6,40.0,39.6
"8627 Skjern (Viborg Kommune)",41.9,42.6,42.5,43.0
"8628 Øster Velling (Randers Kommune)",39.4,39.6,39.6,39.5
"8629 Helstrup (Randers Kommune)",38.6,38.7,39.7,40.9
"8630 Grensten (Randers Kommune)",39.0,38.7,38.3,37.9
"8631 Langå (Randers Kommune)",42.3,42.6,42.9,42.8
"8632 Torup (Randers Kommune)",37.4,38.9,38.7,39.0
"8633 Sønder Vinge (Favrskov Kommune)",41.1,41.4,41.4,41.9
"8634 Tjele (Viborg Kommune)",36.2,37.0,37.9,39.1
"8635 Nørre Vinge (Viborg Kommune)",45.5,45.5,44.9,47.1
"8636 Ørum (Viborg Kommune)",43.2,42.7,42.5,42.4
"8637 Viskum (Viborg Kommune)",43.8,44.0,43.9,45.9
"8638 Vejrum (Viborg Kommune)",41.4,41.5,41.8,42.6
"8639 Vorning (Viborg Kommune)",37.9,38.0,37.9,38.5
"8640 Kvorning (Viborg Kommune)",38.8,39.7,39.7,39.9
"8641 Hammershøj (Viborg Kommune)",41.7,41.5,41.9,42.4
"8642 Hillerslev (Thisted Kommune)",39.4,39.4,39.7,40.1
"8643 Kåstrup (Thisted Kommune)",34.4,33.6,34.2,34.2
"8644 Sennels (Thisted Kommune)",41.1,41.8,42.3,42.7
"8645 Hunstrup (Thisted Kommune)",36.0,37.1,37.1,37.1
"8646 Østerild (Thisted Kommune)",44.4,44.1,43.9,45.2
"8647 Hjardemål (Thisted Kommune)",42.3,44.5,45.1,45.7
"8648 Vestervig (Thisted Kommune)",45.1,45.2,45.8,46.9
"8649 Agger (Thisted Kommune)",50.5,52.3,51.9,51.8
"8650 Hurup (Thisted Kommune)",46.1,46.1,46.5,47.0
"8651 Boddum (Thisted Kommune)",50.4,51.2,51.3,49.8
"8652 Ydby (Thisted Kommune)",41.6,41.8,41.1,41.4
"8653 Helligsø (Thisted Kommune)",44.6,45.7,45.4,44.9
"8654 Gettrup (Thisted Kommune)",45.9,46.2,45.0,45.4
"8655 Hvidbjerg (Struer Kommune)",44.2,45.0,45.0,45.3
"8656 Lyngs (Struer Kommune)",41.0,40.8,41.6,42.7
"8657 Søndbjerg (Struer Kommune)",46.7,47.0,47.9,47.0
"8658 Odby (Struer Kommune)",47.6,47.4,47.7,49.3
"8659 Jegindø (Struer Kommune)",50.6,51.2,51.0,51.6
"8660 Snedsted (Thisted Kommune)",42.7,42.5,42.9,43.2
"8661 Nørhå (Thisted Kommune)",41.4,40.2,40.6,40.8
"8662 Sønderhå (Thisted Kommune)",42.8,43.5,42.8,43.3
"8663 Hørsted (Thisted Kommune)",38.0,38.8,39.5,40.2
"8664 Harring (Thisted Kommune)",40.0,39.1,40.2,42.7
"8665 Stagstrup (Thisted Kommune)",47.4,47.3,46.5,46.2
"8666 Skyum (Thisted Kommune)",39.1,40.2,41.3,41.8
"8667 Hørdum (Thisted Kommune)",44.0,44.5,44.7,45.3
"8668 Sejerslev (Morsø Kommune)",44.8,45.1,45.1,45.2
"8669 Ejerslev (Morsø Kommune)",46.0,46.2,47.8,50.7
"8670 Jørsby (Morsø Kommune)",39.4,40.2,38.8,40.7
"8671 Flade (Morsø Kommune)",45.7,46.5,47.7,49.9
"8672 Bjergby (Morsø Kommune)",42.3,43.5,43.9,44.8
"8673 Alsted (Morsø Kommune)",40.1,41.5,41.2,41.7
"8674 Sønder Dråby (Morsø Kommune)",48.9,49.4,50.5,51.4
"8675 Solbjerg (Morsø Kommune)",41.5,42.7,42.4,43.1
"8676 Sundby (Morsø Kommune)",44.5,45.3,46.1,46.8
"8677 Dragstrup (Morsø Kommune)",40.1,40.6,41.9,43.2
"8678 Skallerup (Morsø Kommune)",39.6,40.7,39.7,40.3
"8679 Galtrup (Morsø Kommune)",39.4,39.3,38.8,38.7
"8680 Øster Jølby (Morsø Kommune)",50.0,51.4,50.3,51.7
"8681 Tødsø (Morsø Kommune)",39.7,40.1,40.5,40.3
"8682 Erslev (Morsø Kommune)",42.2,42.0,42.6,42.3
"8683 Hassing (Thisted Kommune)",40.7,41.6,41.9,41.7
"8684 Villerslev (Thisted Kommune)",44.1,44.3,45.9,46.2
"8685 Visby (Thisted Kommune)",44.8,44.4,44.0,43.6
"8686 Heltborg (Thisted Kommune)",43.0,43.8,44.3,44.3
"8687 Bedsted (Thisted Kommune)",43.1,43.4,44.2,45.0
"8688 Grurup (Thisted Kommune)",38.9,39.3,39.6,37.6
"8689 Hvidbjerg Vesten Å (Thisted Kommune)",47.9,46.7,47.8,49.9
"8690 Ørum (Thisted Kommune)",42.3,42.9,41.0,40.8
"8691 Lodbjerg (Thisted Kommune)",38.2,38.1,38.5,39.6
"8692 Nykøbing M (Morsø Kommune)",45.8,45.9,46.3,46.2
"8693 Lødderup (Morsø Kommune)",42.5,42.7,43.4,43.0
"8694 Elsø (Morsø Kommune)",33.3,32.7,34.0,34.4
"8695 Frøslev (Morsø Kommune)",38.7,41.0,40.9,41.5
"8696 Mollerup (Morsø Kommune)",43.7,44.9,43.3,43.5
"8697 Tæbring (Morsø Kommune)",43.8,43.5,46.0,46.9
"8698 Ovtrup (Morsø Kommune)",40.2,40.5,40.1,40.6
"8699 Rakkeby (Morsø Kommune)",41.3,41.6,41.7,41.3
"8700 Karby (Morsø Kommune)",46.7,47.5,48.0,47.6
"8701 Redsted (Morsø Kommune)",43.3,43.5,43.9,44.9
"8702 Hvidbjerg (Morsø Kommune)",45.3,44.8,44.3,44.4
"8703 Vejerslev (Morsø Kommune)",40.7,40.8,40.6,40.7
"8704 Blidstrup (Morsø Kommune)",42.0,40.6,41.8,41.4
"8705 Ljørslev (Morsø Kommune)",39.8,40.1,40.8,42.8
"8706 Ørding (Morsø Kommune)",45.3,44.9,45.9,45.2
"8707 Øster Assels (Morsø Kommune)",47.6,47.9,48.7,49.0
"8708 Vester Assels (Morsø Kommune)",47.3,48.4,46.9,49.2
"8709 Kollerup (Jammerbugt Kommune)",0.0,0.0,0.0,0.0
"8710 Hjortdal (Jammerbugt Kommune)",42.3,42.7,43.7,44.3
"8711 Klim (Jammerbugt Kommune)",41.6,41.3,42.1,42.8
"8712 Vester Torup (Jammerbugt Kommune)",42.5,42.6,42.7,43.7
"8713 Vust (Jammerbugt Kommune)",45.9,47.1,47.5,49.2
"8714 Tømmerby (Thisted Kommune)",44.1,44.1,44.0,44.8
"8715 Lild (Thisted Kommune)",50.0,49.7,51.6,50.9
"8716 Kettrup (Jammerbugt Kommune)",40.6,40.8,40.8,40.3
"8717 Gøttrup (Jammerbugt Kommune)",37.3,37.7,37.0,38.1
"8718 Øsløs (Thisted Kommune)",43.2,44.0,45.7,46.1
"8719 Vesløs (Thisted Kommune)",44.2,43.1,42.8,42.7
"8720 Arup (Thisted Kommune)",48.7,50.0,48.6,49.5
"8721 Thisted (Thisted Kommune)",42.4,42.6,42.7,42.8
"8722 Tilsted (Thisted Kommune)",43.5,44.1,44.2,44.6
"8723 Skinnerup (Thisted Kommune)",34.6,34.9,36.0,34.8
"8724 Sjørring (Thisted Kommune)",39.8,40.3,40.8,41.2
"8725 Thorsted (Thisted Kommune)",36.1,35.5,35.8,35.5
"8726 Skjoldborg (Thisted Kommune)",41.3,41.3,41.9,43.1
"8727 Kallerup (Thisted Kommune)",39.0,39.2,40.1,41.6
"8728 Hundborg (Thisted Kommune)",43.7,43.3,44.2,44.2
"8729 Jannerup (Thisted Kommune)",42.3,40.9,39.6,40.6
"8730 Vang (Thisted Kommune)",43.8,44.7,45.7,45.3
"8731 Ræhr (Thisted Kommune)",41.3,41.8,42.2,42.4
"8732 Hansted (Thisted Kommune)",42.3,42.9,43.3,43.2
"8733 Vigsø (Thisted Kommune)",45.7,45.4,48.4,45.4
"8734 Nors (Thisted Kommune)",41.6,41.7,40.5,41.1
"8735 Tved (Thisted Kommune)",42.2,43.6,42.6,43.4
"8736 Vester Vandet (Thisted Kommune)",42.5,42.8,43.0,41.9
"8737 Øster Vandet (Thisted Kommune)",36.5,36.9,38.3,41.3
"8738 Skovlund (Varde Kommune)",42.6,42.9,41.2,41.5
"8739 Husby (Holstebro Kommune, Ringkøbing-Skjern Kommune)",52.9,52.8,54.5,53.6
"8740 Sønder Nissum (Holstebro Kommune)",49.8,50.5,50.6,51.9
"8741 Staby (Holstebro Kommune)",40.3,41.7,41.8,41.7
"8742 Ulfborg (Holstebro Kommune)",45.4,45.8,45.6,45.8
"8743 Idom (Holstebro Kommune)",39.8,40.8,40.8,40.6
"8744 Råsted (Holstebro Kommune)",43.5,42.6,42.9,43.0
"8745 Nørre Felding (Holstebro Kommune)",37.7,38.2,39.0,39.5
"8746 Tvis (Holstebro Kommune)",36.4,37.0,37.4,37.4
"8747 Vinding (Herning Kommune)",38.7,39.2,39.7,39.7
"8748 Vind (Herning Kommune)",38.4,39.1,39.4,40.9
"8749 Ringkøbing (Ringkøbing-Skjern Kommune)",46.5,46.9,46.5,46.8
"8750 Rindum (Ringkøbing-Skjern Kommune)",38.9,39.3,39.8,39.9
"8751 Velling (Ringkøbing-Skjern Kommune)",41.8,42.1,42.2,42.7
"8752 Hee (Ringkøbing-Skjern Kommune)",37.7,38.3,39.2,39.5
"8753 No (Ringkøbing-Skjern Kommune)",37.8,38.1,38.1,39.3
"8754 Nørre Omme (Herning Kommune, Ringkøbing-Skjern Kommune)",41.1,41.4,41.5,41.3
"8755 Brejning (Ringkøbing-Skjern Kommune)",41.5,41.4,41.5,41.8
"8756 Torsted (Ringkøbing-Skjern Kommune)",39.0,39.7,39.2,40.6
"8757 Hover (Ringkøbing-Skjern Kommune)",40.8,40.0,41.1,40.8
"8758 Stadil (Ringkøbing-Skjern Kommune)",43.4,44.6,42.9,43.5
"8759 Tim (Ringkøbing-Skjern Kommune)",41.3,41.4,42.1,42.2
"8760 Madum (Holstebro Kommune)",34.3,35.2,37.4,37.1
"8761 Vedersø (Ringkøbing-Skjern Kommune)",46.2,46.8,46.6,45.8
"8762 Holmsland Klit (Ringkøbing-Skjern Kommune)",0.0,0.0,0.0,0.0
"8763 Ny (Ringkøbing-Skjern Kommune)",45.6,45.8,46.5,46.5
"8764 Gammel (Ringkøbing-Skjern Kommune)",43.7,44.1,44.5,45.5
"8765 Skjern (Ringkøbing-Skjern Kommune)",41.9,42.0,42.2,42.2
"8766 Vorgod (Ringkøbing-Skjern Kommune)",38.8,38.9,39.0,39.1
"8767 Nørre Vium (Ringkøbing-Skjern Kommune)",37.5,37.3,38.0,38.1
"8768 Herborg (Ringkøbing-Skjern Kommune)",42.7,43.2,43.6,42.9
"8769 Videbæk (Ringkøbing-Skjern Kommune)",44.1,44.8,44.8,45.4
"8770 Sønder Lem (Ringkøbing-Skjern Kommune)",38.5,39.3,40.0,39.5
"8771 Ølstrup (Ringkøbing-Skjern Kommune)",39.5,39.4,39.8,40.0
"8772 Dejbjerg (Ringkøbing-Skjern Kommune)",42.4,43.1,42.7,42.7
"8773 Hanning (Ringkøbing-Skjern Kommune)",37.8,37.8,38.9,37.8
"8774 Stauning (Ringkøbing-Skjern Kommune)",42.9,43.7,43.8,44.4
"8775 Bølling (Ringkøbing-Skjern Kommune)",41.3,41.9,40.9,42.6
"8776 Sædding (Ringkøbing-Skjern Kommune)",38.3,38.8,39.2,38.7
"8777 Sønder Borris (Ringkøbing-Skjern Kommune)",40.3,40.5,40.7,40.7
"8778 Faster (Ringkøbing-Skjern Kommune)",36.9,37.3,37.5,38.0
"8779 Sønder Bork (Ringkøbing-Skjern Kommune)",43.7,43.9,44.7,44.6
"8780 Nørre Bork (Ringkøbing-Skjern Kommune)",46.4,46.5,47.4,48.1
"8781 Hemmet (Ringkøbing-Skjern Kommune)",43.8,44.7,44.8,45.5
"8782 Sønder Vium (Ringkøbing-Skjern Kommune)",37.5,37.0,37.1,37.2
"8783 Lønborg (Ringkøbing-Skjern Kommune)",40.7,41.1,41.4,42.3
"8784 Egvad (Ringkøbing-Skjern Kommune)",34.6,35.5,35.8,36.1
"8785 Ådum (Ringkøbing-Skjern Kommune)",39.1,39.6,39.3,39.9
"8786 Hoven (Ringkøbing-Skjern Kommune)",43.3,43.7,43.0,42.9
"8787 Strellev (Varde Kommune)",39.1,39.5,39.0,40.1
"8788 Lyne (Ringkøbing-Skjern Kommune)",41.8,41.6,41.6,42.0
"8789 Herning (Herning Kommune)",41.9,41.9,41.6,41.4
"8790 Sankt Johannes (Herning Kommune)",41.4,41.7,41.6,41.9
"8791 Fredens (Herning Kommune)",39.5,39.3,39.4,39.3
"8792 Aulum (Herning Kommune)",40.9,41.3,41.3,41.3
"8793 Hodsager (Herning Kommune)",39.0,39.5,39.2,39.1
"8794 Vildbjerg (Herning Kommune)",40.7,41.0,41.5,42.0
"8795 Nøvling (Herning Kommune)",39.1,39.6,40.7,41.7
"8796 Timring (Herning Kommune)",38.4,39.1,39.1,39.3
"8797 Ørre (Herning Kommune)",0.0,0.0,0.0,0.0
"8798 Sinding (Herning Kommune)",0.0,0.0,0.0,0.0
"8799 Gjellerup (Herning Kommune)",38.5,39.0,39.4,39.6
"8800 Sunds (Herning Kommune)",41.7,42.3,42.4,42.7
"8801 Ilskov (Herning Kommune, Ikast-Brande Kommune)",38.7,39.9,40.1,40.6
"8802 Ikast (Ikast-Brande Kommune)",41.9,42.1,42.2,42.3
"8803 Rind (Herning Kommune)",39.3,39.6,39.9,40.1
"8804 Snejbjerg (Herning Kommune)",40.2,40.7,40.7,40.8
"8805 Tjørring (Herning Kommune)",40.4,40.9,41.0,41.0
"8806 Studsgård (Herning Kommune)",36.5,36.8,37.7,38.1
"8807 Haunstrup (Herning Kommune)",42.7,42.9,42.9,42.1
"8808 Sønder Felding (Herning Kommune)",43.0,43.3,43.4,43.8
"8809 Assing (Herning Kommune)",41.1,41.6,41.9,42.2
"8810 Skarrild (Herning Kommune)",40.3,40.6,42.0,42.7
"8811 Arnborg (Herning Kommune)",42.8,42.8,42.9,42.9
"8812 Bording (Ikast-Brande Kommune)",42.5,42.5,43.0,43.3
"8813 Holstebro (Holstebro Kommune)",43.2,43.4,43.5,43.6
"8814 Måbjerg (Holstebro Kommune)",42.1,42.3,42.4,42.5
"8815 Nørrelands (Holstebro Kommune)",37.6,37.9,38.0,38.0
"8816 Struer (Struer Kommune)",44.3,44.5,44.5,44.9
"8817 Gimsing (Struer Kommune)",43.8,44.2,44.2,44.3
"8818 Vejrum (Struer Kommune)",40.6,40.7,40.9,41.3
"8819 Mejrup (Holstebro Kommune)",38.0,38.2,38.3,38.2
"8820 Hjerm (Struer Kommune)",40.3,41.2,41.9,41.4
"8821 Borbjerg (Holstebro Kommune)",37.8,37.6,38.0,38.1
"8822 Ølby (Struer Kommune)",42.4,42.7,41.9,41.8
"8823 Asp (Struer Kommune)",40.9,41.1,40.8,41.2
"8824 Fousing (Struer Kommune)",41.1,40.5,41.2,41.8
"8825 Naur (Holstebro Kommune)",39.6,39.7,40.0,40.1
"8826 Sir (Holstebro Kommune)",42.8,43.1,43.3,44.6
"8827 Gørding (Holstebro Kommune)",36.8,37.3,38.1,38.9
"8828 Vemb (Holstebro Kommune)",44.2,44.2,44.6,44.5
"8829 Bur (Holstebro Kommune)",40.6,40.3,41.4,41.8
"8830 Estvad (Skive Kommune)",41.7,42.2,43.2,43.5
"8831 Rønbjerg (Skive Kommune)",40.1,41.7,43.1,44.3
"8832 Sahl (Holstebro Kommune)",40.0,40.4,41.2,41.8
"8833 Ejsing (Holstebro Kommune)",40.8,40.9,41.7,41.9
"8834 Ryde (Holstebro Kommune)",39.3,39.6,40.1,40.4
"8835 Handbjerg (Holstebro Kommune)",41.1,41.9,43.0,44.3
"8836 Sevel (Holstebro Kommune)",43.5,44.1,44.6,44.4
"8837 Haderup (Herning Kommune)",42.8,43.0,43.1,43.5
"8838 Grove (Herning Kommune)",41.8,41.4,40.2,41.7
"8839 Simmelkær (Herning Kommune)",40.0,40.8,41.2,41.3
"8840 Lemvig (Lemvig Kommune)",48.3,48.4,48.4,48.5
"8841 Nørlem (Lemvig Kommune)",43.6,44.5,45.1,45.8
"8842 Nørre Nissum (Lemvig Kommune)",40.4,40.7,40.7,41.1
"8843 Tørring (Lemvig Kommune)",45.0,44.6,44.8,45.5
"8844 Heldum (Lemvig Kommune)",43.0,43.4,43.9,44.3
"8845 Lomborg (Lemvig Kommune)",39.6,39.3,40.0,40.8
"8846 Rom (Lemvig Kommune)",37.4,37.9,38.1,38.8
"8847 Bøvling (Lemvig Kommune)",44.5,46.1,46.1,46.1
"8848 Flynder (Lemvig Kommune)",44.2,44.2,44.3,44.4
"8849 Møborg (Lemvig Kommune)",39.0,39.3,39.7,40.3
"8850 Nees (Lemvig Kommune)",43.6,45.0,45.4,45.1
"8851 Gudum (Lemvig Kommune)",42.0,42.8,43.5,42.9
"8852 Fabjerg (Lemvig Kommune)",38.7,38.9,40.5,41.5
"8853 Resen (Struer Kommune)",40.0,40.7,41.4,41.9
"8854 Humlum (Struer Kommune)",43.7,44.3,44.9,45.6
"8855 Venø (Struer Kommune)",49.2,48.1,49.2,50.7
"8856 Harboøre (Lemvig Kommune)",44.8,45.3,46.0,46.6
"8857 Engbjerg (Lemvig Kommune)",45.0,47.7,48.4,49.3
"8858 Thyborøn (Lemvig Kommune)",43.5,44.1,44.5,44.9
"8859 Hygum (Lemvig Kommune)",44.6,44.9,43.9,43.9
"8860 Hove (Lemvig Kommune)",39.6,40.5,41.6,41.4
"8861 Vandborg (Lemvig Kommune)",41.1,42.3,44.4,45.8
"8862 Ferring (Lemvig Kommune)",56.5,58.3,58.8,57.2
"8863 Dybe (Lemvig Kommune)",44.0,45.1,45.4,46.8
"8864 Ramme (Lemvig Kommune)",44.2,44.5,45.0,46.2
"8865 Fjaltring (Lemvig Kommune)",51.1,50.7,50.7,52.3
"8866 Trans (Lemvig Kommune)",43.0,42.0,42.9,44.3
"8867 Thorstrup (Varde Kommune)",39.4,39.9,40.3,40.9
"8868 Horne (Varde Kommune)",40.3,40.6,41.0,41.2
"8869 Hodde (Varde Kommune)",39.7,40.5,40.4,40.2
"8870 Tistrup (Varde Kommune)",41.0,41.5,41.4,41.6
"8871 Ølgod (Varde Kommune)",43.5,43.6,44.1,43.9
"8872 Ansager (Varde Kommune)",42.6,43.1,43.7,44.3
"8873 Varde (Varde Kommune)",42.7,42.8,43.1,43.1
"8874 Janderup (Varde Kommune)",40.1,40.5,41.0,41.5
"8875 Billum (Varde Kommune)",39.6,39.8,39.9,40.5
"8876 Lunde (Varde Kommune)",39.9,39.7,40.7,41.1
"8877 Ovtrup (Varde Kommune)",41.2,41.6,42.0,42.7
"8878 Kvong (Varde Kommune)",37.6,39.3,39.1,39.3
"8879 Nørre Nebel (Varde Kommune)",47.1,46.5,46.9,46.9
"8880 Lydum (Varde Kommune)",38.9,38.9,40.5,41.0
"8881 Henne (Varde Kommune)",44.0,44.1,43.3,43.7
"8882 Lønne (Varde Kommune)",52.9,53.8,54.9,56.1
"8883 Ål (Varde Kommune)",0.0,0.0,0.0,0.0
"8884 Ho (Varde Kommune)",48.3,50.5,51.8,0.0
"8885 Oksby (Varde Kommune)",56.3,56.2,56.1,0.0
"8886 Ribe Domsogn (Esbjerg Kommune)",45.3,45.8,46.1,46.7
"8887 Seem (Esbjerg Kommune)",42.0,42.2,42.9,43.6
"8888 Sankt Katharine (Esbjerg Kommune)",43.4,44.0,44.4,44.5
"8889 Obbekær (Esbjerg Kommune)",39.3,38.5,38.7,38.5
"8890 Hjortlund (Esbjerg Kommune)",39.6,39.9,38.7,39.6
"8891 Kalvslund (Esbjerg Kommune)",41.7,40.7,40.6,40.8
"8892 Vester Vedsted (Esbjerg Kommune)",39.7,39.9,40.2,40.9
"8893 Farup (Esbjerg Kommune)",38.9,39.6,39.8,40.6
"8894 Mandø (Esbjerg Kommune)",52.7,52.8,53.3,57.4
"8895 Gørding (Esbjerg Kommune, Vejen Kommune)",40.1,40.5,41.2,41.4
"8896 Vejrup (Esbjerg Kommune)",39.8,40.6,40.4,40.7
"8897 Åstrup (Vejen Kommune)",39.2,39.8,39.5,40.0
"8898 Vester Starup (Varde Kommune)",41.7,42.5,42.5,42.6
"8899 Darum (Esbjerg Kommune)",39.1,39.6,39.6,39.9
"8900 Bramming (Esbjerg Kommune)",41.6,41.9,42.2,42.3
"8901 Vilslev (Esbjerg Kommune)",39.4,39.0,39.6,39.8
"8902 Hunderup (Esbjerg Kommune)",38.8,39.1,40.2,40.4
"8903 Jernved (Esbjerg Kommune)",40.7,41.2,41.5,41.5
"8904 Aalestrup (Vesthimmerlands Kommune)",44.5,44.8,44.7,44.8
"8905 Vor Frelsers (Esbjerg Kommune)",39.8,39.8,39.9,39.8
"8906 Zions (Esbjerg Kommune)",39.1,39.0,39.2,39.3
"8907 Treenigheds (Esbjerg Kommune)",42.4,42.2,42.6,42.5
"8908 Jerne (Esbjerg Kommune)",39.8,39.8,39.9,40.3
"8909 Skads (Esbjerg Kommune)",39.8,39.6,39.7,39.7
"8910 Øse (Varde Kommune)",40.4,40.0,40.5,40.7
